Accession,suppdata_id,pi0,Type
GSE56966,GSE56966_MyD88_WT.xlsx.gz-sheet-gene_exp,0.999471,other
GSE56966,GSE56966_MyD88_WT.xlsx.gz-sheet-gene_notest,1.000000,conservative
GSE57217,GSE57217_bck1wt_geneexp_diff.txt.gz,0.725781,anti-conservative
GSE57217,GSE57217_mkk2wt_geneexp_diff.txt.gz,0.801698,anti-conservative
GSE57217,GSE57217_mpk1wt_geneexp_diff.txt.gz,0.769389,anti-conservative
GSE57227,GSE57227_PHH_GW_vs_DMSO_RNA_seq_gene_exp.diff.gz,0.999990,conservative
GSE57396,GSE57396_Cuttdiff_cds_exp.diff.txt.gz,0.999706,conservative
GSE57517,GSE57517_gene_exp.diff.gz,0.999660,conservative
GSE57680,GSE57680_RPKM_luminal_epithelium.txt.gz,0.999988,conservative
GSE57680,GSE57680_RPKM_stroma.txt.gz,1.000000,conservative
GSE57682,GSE57682_Id2_3_Treg_G42_Cuffdiff.txt.gz,0.999997,conservative
GSE58052,GSE58052_N.europaea_co-culture_over_single-culture.txt.gz,0.606316,anti-conservative
GSE58052,GSE58052_N.europaea_co-culture_over_single-culture.txt.gz,0.606316,anti-conservative
GSE58052,GSE58052_N.europaea_co-culture_over_single-culture.txt.gz,0.606316,anti-conservative
GSE58052,GSE58052_N.winogradskyi_co-culture_over_single-culture.txt.gz,0.855884,bimodal
GSE58052,GSE58052_N.winogradskyi_co-culture_over_single-culture.txt.gz,0.855884,bimodal
GSE58052,GSE58052_N.winogradskyi_co-culture_over_single-culture.txt.gz,0.855884,bimodal
GSE58053,GSE58053_1mm-over-0mm.txt.gz,0.995279,other
GSE58053,GSE58053_25mm-over-0mm.txt.gz,0.558586,anti-conservative
GSE58053,GSE58053_25mm-over-1mm.txt.gz,0.677642,anti-conservative
GSE58082,GSE58082_gene_exp.diff.txt.gz,0.898107,bimodal
GSE58326,GSE58326_gene_exp.txt.gz,0.896518,bimodal
GSE58359,GSE58359_HOXA9.txt.gz,0.931650,bimodal
GSE58360,GSE58360_Cebpa.txt.gz,0.997325,conservative
GSE58379,GSE58379_RBM47_alternative_splicing.txt.gz,0.938585,bimodal
GSE58405,GSE58405_gene_exp.diff.gz,0.739533,bimodal
GSE58405,GSE58405_isoform_exp.diff.gz,0.888903,bimodal
GSE58464,GSE58464_RNA-seq_tophat_microrazers_results.txt.gz,0.998963,conservative
GSE58464,GSE58464_RNA-seq_tophat_microrazers_results.txt.gz,0.949250,conservative
GSE58467,GSE58467_FPKM.txt.gz,0.800906,bimodal
GSE58495,GSE58495_diffexp_LSK.txt.gz,0.662131,anti-conservative
GSE58495,GSE58495_diffexp_LSK.txt.gz,0.579663,anti-conservative
GSE59017,GSE59017_gene_exp.diff.gz,0.995085,bimodal
GSE59017,GSE59017_isoform_exp.diff.gz,0.999912,conservative
GSE59020,GSE59020_ETS1_gene_exp_all.diff.gz,0.999624,conservative
GSE59020,GSE59020_U0126_gene_exp_all.diff.gz,0.978765,bimodal
GSE59290,GSE59290_ANTI_isoform_exp.diff.txt.gz,0.999994,conservative
GSE59290,GSE59290_MIR_isoform_exp.diff.txt.gz,0.957179,bimodal
GSE59481,GSE59481_PIG_vs_GFP_DE_genes.txt.gz,0.913413,conservative
GSE59571,GSE59571_S13113_genesdiff.xlsx,0.695081,spiky
GSE59621,GSE59621_gene_exp.diff.txt.gz,0.977081,bimodal
GSE59781,GSE59781_gene_exp.diff.gz,0.817684,conservative
GSE59814,GSE59814_processed_data.txt.gz,0.526245,anti-conservative
GSE59850,GSE59850_redgrn_early_cuffdiff_out.diff.txt.gz,0.997926,conservative
GSE59850,GSE59850_redgrn_late_cuffdiff_out.diff.txt.gz,0.998902,conservative
GSE59850,GSE59850_redrho_late_cuffdiff_out.diff.txt.gz,0.976384,conservative
GSE59850,GSE59850_redvio_late_cuffdiff_out.diff.txt.gz,0.995284,conservative
GSE59850,GSE59850_rhogrn_early_cuffdiff_out.diff.txt.gz,0.999726,conservative
GSE59980,GSE59980_RNA-seq_598-SKD.txt.gz,0.674649,bimodal
GSE59980,GSE59980_RNA-seq_598-SKD.txt.gz,0.391623,anti-conservative
GSE60171,GSE60171_cuffdiff.FGF-1day.vs.iBET-1day.txt.gz,0.967310,bimodal
GSE60171,GSE60171_cuffdiff.FGF-5days.vs.iBET-5days.txt.gz,0.939004,bimodal
GSE60191,GSE60191_RNA_halflives.xlsx.gz-sheet-Tabelle1,0.323174,anti-conservative
GSE60441,GSE60441_gene_exp.diff.gz,0.785201,conservative
GSE60630,GSE60630_PDC3_vs_DMSO_gene_exp.diff.gz,0.863721,conservative
GSE60630,GSE60630_PDC3_vs_DMSO_isoform_exp.diff.gz,0.955808,conservative
GSE60630,GSE60630_PDC3_vs_DMSO_splicing.diff.gz,0.999826,conservative
GSE60641,GSE60641_AB03_2.xlsx.gz,0.788304,bimodal
GSE60642,GSE60642_AB056_2.xlsx.gz,0.777085,bimodal
GSE60642,GSE60642_AB056_2.xlsx.gz,0.783280,bimodal
GSE60642,GSE60642_AB056_2.xlsx.gz,0.849521,conservative
GSE60691,GSE60691_processed_data_aso_wild_type.txt.gz,0.944819,conservative
GSE60691,GSE60691_processed_data_krkr_sumo_mut.txt.gz,0.935175,conservative
GSE60822,GSE60822_cuffdiff.control.ablation.tab.gz,0.999998,conservative
GSE60822,GSE60822_cuffdiff.control.induction.tab.gz,1.000000,conservative
GSE60822,GSE60822_cuffdiff.induction.ablation.tab.gz,0.999982,conservative
GSE61202,GSE61202_NICvsMOdifferential_expression.txt.gz,0.999922,conservative
GSE61238,GSE61238_gene_exp.diff.gz,0.964367,conservative
GSE61336,GSE61336_results_167_vs_WTL.txt.gz,0.896723,bimodal
GSE61336,GSE61336_results_167_vs_WTZ.txt.gz,0.880301,bimodal
GSE61336,GSE61336_results_WTL_vs_WTZ.txt.gz,0.997988,conservative
GSE61351,GSE61351_Cont_ComparedTo_PTH_D28_CuffDiffAnalysis1.xls.gz,0.778820,bimodal
GSE61566,GSE61566_cds.diff.gz,0.984310,conservative
GSE61566,GSE61566_cds_exp.diff.gz,0.801986,bimodal
GSE61566,GSE61566_gene_exp.diff.gz,0.735926,conservative
GSE61566,GSE61566_isoform_exp.diff.gz,0.857364,conservative
GSE61566,GSE61566_promoters.diff.gz,0.998019,conservative
GSE61566,GSE61566_splicing.diff.gz,0.993730,conservative
GSE61566,GSE61566_tss_group_exp.diff.gz,0.802354,conservative
GSE61690,GSE61690_DormantvsNondormant_meristems.txt.gz,0.969526,bimodal
GSE61733,GSE61733_gene_exp.diff.gz,0.999869,conservative
GSE61796,GSE61796_NG_Induced_transcript_changes.txt.gz,0.992750,conservative
GSE61845,GSE61845_gene_exp.diff.txt.gz,1.000000,conservative
GSE61969,GSE61969_gene_exp.diff.gz,0.958416,conservative
GSE62200,GSE62200_Table_S4.xls.gz-sheet-Table S4,0.780110,bimodal
GSE62200,GSE62200_Table_S4.xls.gz-sheet-Table S5 N2Y6-E VS LYP9-E,0.999066,conservative
GSE62200,GSE62200_Table_S4.xls.gz-sheet-Table S5 N2Y6-M VS LYP9-M,0.805745,anti-conservative
GSE62633,GSE62633_Differential_expression_table.txt.gz,0.984242,conservative
GSE62647,GSE62647_Setd8_differential_expression_analyses.txt.gz,0.988801,conservative
GSE62668,GSE62668_Embryo.txt.gz,0.999918,conservative
GSE62668,GSE62668_Sperm.txt.gz,0.999994,conservative
GSE62760,GSE62760_Acute_Cuffdiff_DGE.txt.gz,0.937323,bimodal
GSE62760,GSE62760_Chronic_Cuffdiff_DGE.txt.gz,0.945960,bimodal
GSE62785,GSE62785_Table_S1_Genes_differentially_expressed_in_hns_mutant_in_mid-exponential_phase.xls.gz-sheet-status = OK,0.857121,anti-conservative
GSE62785,GSE62785_Table_S2_Genes_differentially_expressed_in_hns_mutant_in_early_stationary_phase.xls.gz-sheet-status = ok,0.781062,anti-conservative
GSE62909,GSE62909_Differential_gene_exp.diff.gz,0.873410,bimodal
GSE63091,GSE63091_diffana_DESeq_GFP-4A3-Y14_MLN51-UPF1.Ensembl65.tsv.gz,0.971084,conservative
GSE63091,GSE63091_diffana_DESeq_GFP-4A3-Y14_MLN51-UPF1.Ensembl65.tsv.gz,0.990063,conservative
GSE63091,GSE63091_diffana_DESeq_GFP-4A3-Y14_MLN51-UPF1.Ensembl65.tsv.gz,0.995785,conservative
GSE63091,GSE63091_diffana_DESeq_GFP-4A3-Y14_MLN51-UPF1.Ensembl65.tsv.gz,0.989962,conservative
GSE63133,GSE63133_D.rerio_SVCV_infected__24K__vs_control__0K_.txt.gz,0.999980,conservative
GSE63133,GSE63133_D.rerio_SVCV_infected__24S__vs_control__0S_.txt.gz,0.999987,conservative
GSE63133,GSE63133_D.rerio_SVCV_infected__6K__vs_control__0K_.txt.gz,0.999919,conservative
GSE63133,GSE63133_D.rerio_SVCV_infected__6S__vs_control__0S_.txt.gz,0.999999,conservative
GSE63141,GSE63141_eTMglc_gene_exp.diff.gz,0.952051,anti-conservative
GSE63141,GSE63141_eTMgly_gene_exp.diff.gz,0.778206,anti-conservative
GSE63161,GSE63161_diff-Gene-list.txt.gz,0.987503,conservative
GSE63161,GSE63161_diff-Gene-list.txt.gz,0.987503,conservative
GSE63226,GSE63226_WRR+vsWRR-.xls.gz,0.987294,conservative
GSE63300,GSE63300_gene_exp.diff.txt.gz,0.998549,conservative
GSE63485,GSE63485_KS_J1Csh63_vs_KS_CTRL.two_replicates.all_gene_exp.tbl.txt.gz,0.999439,conservative
GSE63485,GSE63485_KS_J1Csh95_vs_KS_CTRL.two_replicates.all_gene_exp.tbl.txt.gz,0.999592,conservative
GSE63485,GSE63485_shAML1_ETO_vs_shControl.all_gene_exp.tbl.txt.gz,0.999988,conservative
GSE63555,GSE63555_Ago2_immunoprecipitation_cuffdiff_fpkm.txt.gz,0.999995,conservative
GSE63555,GSE63555_Gene_expression_cuffdiff_fpkm.txt.gz,1.000000,conservative
GSE63707,GSE63707_DEXSeqResults_AretIR_03d_vs_IFMWT_03d.txt.gz,0.666290,anti-conservative
GSE63707,GSE63707_DEXSeqResults_AretIR_03d_vs_salm_ko.txt.gz,0.592139,anti-conservative
GSE63707,GSE63707_DEXSeqResults_AretIR_30h_vs_IFMWT_30h.txt.gz,0.693064,anti-conservative
GSE63707,GSE63707_DEXSeqResults_AretIR_72h_vs_IFMWT_72h.txt.gz,0.666046,anti-conservative
GSE63707,GSE63707_DEXSeqResults_IFMWT_03d_vs_jump_0d.txt.gz,0.702314,anti-conservative
GSE63707,GSE63707_DEXSeqResults_IFMWT_03d_vs_leg_0d.txt.gz,0.719261,anti-conservative
GSE63707,GSE63707_DEXSeqResults_salm_ko_vs_IFMWT_03d.txt.gz,0.648093,anti-conservative
GSE63748,GSE63748_exp_7d4h_diff.txt.gz,0.999586,conservative
GSE63750,GSE63750_chemhigh-batch-result-using-R-DeSeq.csv.gz,0.990073,anti-conservative
GSE63750,GSE63750_chemlow-batch-result-using-R-DeSeq.csv.gz,0.996356,other
GSE63758,GSE63758_gene_exp.diff.gz,0.864278,bimodal
GSE63794,GSE63794_gene_exp.diff.gz,0.999814,conservative
GSE63810,GSE63810_BCKO_RNASeq_Data.xlsx-sheet-GenesDiffExp,0.981082,bimodal
GSE63838,GSE63838_cds_exp_diff_2D.txt.gz,0.988470,conservative
GSE63884,GSE63884_gene_exp.diff_cenpk_imx372_aerobic.txt.gz,0.999872,other
GSE63889,GSE63889_Diff_0U_120U_gene_exp.diff.gz,0.999623,conservative
GSE63889,GSE63889_Diff_120U_120C_gene_exp.diff.gz,0.999992,conservative
GSE63948,GSE63948_Supplemental_Table2_DeepSeq_Fanourgakis_etAl.xls.gz-sheet-long 3'UTR transcripts(>1500nt),0.868100,anti-conservative
GSE63948,GSE63948_Supplemental_Table2_DeepSeq_Fanourgakis_etAl.xls.gz-sheet-medium 3'UTR transcripts,0.954050,anti-conservative
GSE63948,GSE63948_Supplemental_Table2_DeepSeq_Fanourgakis_etAl.xls.gz-sheet-short 3'UTR transcripts(<350nt),0.904035,anti-conservative
GSE64025,GSE64025_gene_exp.diff.gz,0.999976,conservative
GSE64185,GSE64185_gene_exp.diff.gz,0.999841,conservative
GSE64242,GSE64242_cufdiff_isoform_exp.diff.gz,0.929101,anti-conservative
GSE64455,GSE64455_cuffdiff_out.txt.gz,0.999335,conservative
GSE64513,GSE64513_FOXD3_vs_Control_gene_exp_diff_anno.txt.gz,0.606693,anti-conservative
GSE64544,GSE64544_LV_processed.txt.gz,0.996360,conservative
GSE64544,GSE64544_MV_processed.txt.gz,0.999944,conservative
GSE64641,GSE64641_leaf_gene_exp.diff.txt.gz,1.000000,conservative
GSE64641,GSE64641_seedling_gene_exp.diff.txt.gz,1.000000,conservative
GSE64687,GSE64687_FPKM_and_differential_expression_for_mRNA.txt.gz,0.998616,conservative
GSE64757,GSE64757_All_FPKMs_GEO.csv.gz,0.999766,conservative
GSE64840,GSE64840_2N_Ts65Dn_MEFs.gene_exp.diff.gz,0.973675,conservative
GSE64854,GSE64854_cds.diff.gz,0.999999,conservative
GSE64854,GSE64854_cds_exp.diff.gz,0.995474,conservative
GSE64854,GSE64854_gene_exp.diff.gz,0.984911,conservative
GSE64854,GSE64854_isoform_exp.diff.gz,0.998383,conservative
GSE64854,GSE64854_promoters.diff.gz,1.000000,bimodal
GSE64854,GSE64854_splicing.diff.gz,0.999999,bimodal
GSE64854,GSE64854_tss_group_exp.diff.gz,0.992042,conservative
GSE65022,GSE65022_cuffdiff-WT_CD_gene_exp.diff.gz,0.939278,bimodal
GSE65024,GSE65024_WT-bhlh_gene_exp.diff.gz,0.943530,bimodal
GSE65025,GSE65025_WT-HSF_gene_exp.diff.gz,0.987290,conservative
GSE65039,GSE65039_gene_exp1.txt.gz,0.999970,conservative
GSE65072,GSE65072_DESeq_plusDOX_minusDOX.xlsx,0.547833,bimodal
GSE65328,GSE65328_A17_6V.tab.gz,0.936792,conservative
GSE65406,GSE65406_control_vs_gld1_DESeq.csv.gz,0.849210,conservative
GSE65408,GSE65408_processed_data_file.csv.gz,0.999549,conservative
GSE65542,GSE65542_pnky_kd.diff.gz,0.976635,bimodal
GSE65542,GSE65542_ptbp1_kd.diff.gz,0.932577,bimodal
GSE65697,GSE65697_RNA-seq.csv.gz,0.776596,conservative
GSE65987,GSE65987_FPKM_for_MEFs.txt.gz,0.999979,conservative
GSE66148,GSE66148_NC_v_CNS.txt.gz,0.545624,anti-conservative
GSE66148,GSE66148_NC_v_CNS.txt.gz,0.523325,anti-conservative
GSE66148,GSE66148_NC_v_CNS.txt.gz,0.535749,anti-conservative
GSE66155,GSE66155_regulation.txt.gz,0.999947,conservative
GSE66158,GSE66158_all_genes_FPKM.txt.gz,0.974871,bimodal
GSE66232,GSE66232_B-ALL_Cuffdiff_Trim33.1271_rep1.txt.gz,0.995166,conservative
GSE66232,GSE66232_B-ALL_Cuffdiff_Trim33.1271_rep2.txt.gz,0.997213,conservative
GSE66445,GSE66445_M._a.-pES1-MATmcr3_methane_vs._M.a.-pES1-MATmcr3_methanol_GEO_Processed_data.xlsx-sheet-Sheet1,0.999979,conservative
GSE66478,GSE66478_gene_exp.txt.gz,0.780595,bimodal
GSE66478,GSE66478_isoform_exp.txt.gz,0.998763,conservative
GSE66506,GSE66506_DE_analysis_010714.xlsx-sheet-All_Genes,0.927477,bimodal
GSE66575,GSE66575_RNAseq_genes_expression.xlsx-sheet-control_vs_comparison.gene_exp,0.998289,conservative
GSE66575,GSE66575_RNAseq_genes_expression.xlsx-sheet-control_vs_comparison.isoform_e,0.999492,conservative
GSE66619,GSE66619_Dorsal_Cord_Ipsi_vs_Con_mrna_gene_exp.diff.txt.gz,0.910100,bimodal
GSE66619,GSE66619_DRG_Con_vs_Ips_mrna_gene_exp.diff.txt.gz,0.950587,bimodal
GSE66652,GSE66652_AS13-C_differential_expression.txt.gz,0.923629,bimodal
GSE66652,GSE66652_S4-C_differential_expression.txt.gz,0.905166,bimodal
GSE66716,GSE66716_Lim_et_al_14-3-3zKOWAT_Processed_data_Cuffdiff.xlsx,0.999947,conservative
GSE66767,GSE66767_CD34_cord_blood.EET.txt.gz,0.999978,conservative
GSE66767,GSE66767_CD34_cord_blood.EET.txt.gz,0.999978,conservative
GSE66767,GSE66767_U937.EET.txt.gz,1.000000,conservative
GSE66767,GSE66767_U937.EET.txt.gz,1.000000,conservative
GSE67001,GSE67001_gene_exp.diff.gz,0.999644,conservative
GSE67029,GSE67029_cuffdiff_mh_h8.txt.gz,0.932977,bimodal
GSE67063,GSE67063_gene_exp.diff.gz,0.888764,bimodal
GSE67437,GSE67437_KO-ILC2-mLN_021815_vs_WT-ILC2-mLN_021815.txt.gz,0.999945,other
GSE67554,GSE67554_TAG5_Cuffdiff_gene_differential_expression_testing.txt.gz,0.871268,bimodal
GSE67554,GSE67554_ZG14_Cuffdiff_gene_differential_expression_testing.txt.gz,0.880585,bimodal
GSE67654,GSE67654_RNA-seq.xlsx.gz-sheet-Sheet1,0.617160,anti-conservative
GSE67654,GSE67654_RNA-seq.xlsx.gz-sheet-Sheet1,0.607072,anti-conservative
GSE67654,GSE67654_RNA-seq.xlsx.gz-sheet-Sheet1,0.617160,anti-conservative
GSE67654,GSE67654_RNA-seq.xlsx.gz-sheet-Sheet1,0.607072,anti-conservative
GSE67674,GSE67674_RNA-seq_analysis_AADMSOvsAAGSK-J4.txt.gz,0.970605,anti-conservative
GSE67674,GSE67674_RNA-seq_analysis_PBSDMSOvsPBSGSK-J4.txt.gz,0.947284,anti-conservative
GSE67756,GSE67756_LA2A-vs-LC2A.compare.txt.gz,0.420544,anti-conservative
GSE67756,GSE67756_LB2A-vs-LF1A.compare.txt.gz,0.491226,anti-conservative
GSE67787,GSE67787_con_bps_wex_RNAseq_gene_exp.diff.gz,0.998483,conservative
GSE68102,GSE68102_gene_exp.diff.gz,0.963258,conservative
GSE68160,GSE68160_GRdim-RNASeq.xlsx,0.886603,bimodal
GSE68176,GSE68176_Camfl1.gene_exp.diff.gz,0.966288,conservative
GSE68176,GSE68176_Camfl1.gene_exp.diff.gz,0.966288,conservative
GSE68176,GSE68176_Ophio1_1.gene_exp.diff.gz,0.561867,anti-conservative
GSE68176,GSE68176_Ophio1_1.gene_exp.diff.gz,0.561867,anti-conservative
GSE68229,GSE68229_gene_exp.diff.gz,0.999694,conservative
GSE68229,GSE68229_isoform_exp.diff.gz,0.999984,conservative
GSE68360,GSE68360_cds.diff.gz,0.826347,conservative
GSE68360,GSE68360_cds_exp.diff.gz,0.998389,conservative
GSE68360,GSE68360_gene_exp.diff.gz,0.998207,conservative
GSE68360,GSE68360_isoform_exp.diff.gz,0.998987,conservative
GSE68360,GSE68360_promoters.diff.gz,0.787390,conservative
GSE68360,GSE68360_splicing.diff.gz,0.772572,conservative
GSE68460,GSE68460_gene_exp.xls.gz-sheet-Sheet1,0.999946,conservative
GSE68460,GSE68460_WSVSBS_gene_diff.xls.gz-sheet-Sheet1,0.999882,conservative
GSE68736,GSE68736_gene_exp.diff.gz,0.999840,conservative
GSE68806,GSE68806_Galaxy_data_Cuffdiff.txt.gz,0.999975,conservative
GSE68813,GSE68813_Woolnough2015_CuffDiff_RNA-seq.xlsx-sheet-rep1 CuffDiff Mock vs AGO2-KD,0.999977,conservative
GSE68813,GSE68813_Woolnough2015_CuffDiff_RNA-seq.xlsx-sheet-rep2 CuffDiff Mock vs AGO2-KD,0.999660,conservative
GSE69001,GSE69001_DE_list_planktonic_v_biolfim.txt.gz,0.436270,anti-conservative
GSE69001,GSE69001_DE_list_planktonic_v_plate.txt.gz,0.333821,anti-conservative
GSE69001,GSE69001_DE_list_plate_v_biofilm.txt.gz,0.378465,anti-conservative
GSE69125,GSE69125_10408_gene_exp.diff.gz,0.997659,conservative
GSE69175,GSE69175_gene_exp.txt.gz,0.992909,conservative
GSE69205,GSE69205_gene_exp.txt.gz,0.994543,conservative
GSE69556,GSE69556_cds_exp.diff.gz,0.966171,bimodal
GSE69855,GSE69855_gene_exp_ResvResVag.txt.gz,0.987537,conservative
GSE69855,GSE69855_gene_exp_ResvSham.txt.gz,0.998550,conservative
GSE69900,GSE69900_control-CBD16H.txt.gz,0.790996,bimodal
GSE69900,GSE69900_control-tamoxifen48H.txt.gz,0.848459,bimodal
GSE70068,GSE70068_GM_gene_exp.diff.gz,0.999998,conservative
GSE70068,GSE70068_TNF_gene_exp.diff.gz,0.999999,conservative
GSE70068,GSE70068_UT_gene_exp.diff.gz,0.999996,conservative
GSE70108,GSE70108_G263_CuffDiff_WTvsDDX5Tko.tabular.txt.gz,0.999977,conservative
GSE70108,GSE70108_G340_CuffDiff_WTvsRORgko.tabular.txt.gz,0.999976,conservative
GSE70283,GSE70283_cuffdiff_gene_exp.diff.gz,0.958698,conservative
GSE70314,GSE70314_Gal474_cuffdiff_sictrl.1_siAtad2.1_gene_differential_expression_testing.txt.gz,0.924595,bimodal
GSE70314,GSE70314_Gal476_cuffdiff_sictrl.1_siAtad2.1_transcript_differential_expression_testing.txt.gz,0.924595,bimodal
GSE70314,GSE70314_Gal485_cuffdiff_sictrl.2_siAtad2.2_gene_differential_expression_testing.txt.gz,0.950615,bimodal
GSE70314,GSE70314_Gal487_cuffdiff_sictrl.2_siAtad2.2_transcript_differential_expression_testing.txt.gz,0.950615,bimodal
GSE70382,GSE70382_DESeq_allresp_vs_nonresp.xlsx-sheet-Blad1,0.959946,conservative
GSE70544,GSE70544_Normoxia_vs_Hypoxia_Gencode_gene_exp.diff.txt.gz,0.965737,conservative
GSE70544,GSE70544_Normoxia_vs_Hypoxia_Rinn_gene_exp.diff.txt.gz,0.956143,conservative
GSE70544,GSE70544_Vehicle_vs_Cytokine_Gencode_gene_exp.diff.txt.gz,0.963085,conservative
GSE70544,GSE70544_Vehicle_vs_Cytokine_Rinn_gene_exp.diff.txt.gz,0.953147,conservative
GSE70584,GSE70584_Liberman2015_sorted_CUFFLINKS_gene_exp.txt.gz,0.803540,bimodal
GSE70584,GSE70584_Liberman2015_Wholeroot_CUFFLINKS_gene_exp.txt.gz,0.997039,conservative
GSE70668,GSE70668_DD_gene_exp.diff.csv.gz,0.998362,conservative
GSE70699,GSE70699_gene_exp.diff.gz,0.998817,conservative
GSE70711,GSE70711_IRF4hi.vs.IRF8hi.gene_exp.diff.gz,0.965215,conservative
GSE70728,GSE70728_KDM2B_RNAseq_DEG.diff.gz,0.997105,conservative
GSE70766,GSE70766_Differential_expression.txt.gz,0.903133,conservative
GSE70785,GSE70785_gene_exp.diff.gz,0.999999,conservative
GSE70806,GSE70806_rf6a_matrix.txt.gz,0.957385,conservative
GSE70815,GSE70815_gene_exp.diff.gz,0.947045,bimodal
GSE70833,GSE70833_Rennoll_et_al_processed_data.xlsx-sheet-Cuffdiff,0.998978,conservative
GSE70876,GSE70876_Additional_file_4.xls.gz,0.321482,anti-conservative
GSE71159,GSE71159_E3KO_vs_EfCtrl_gene_exp.diff.txt.gz,0.993880,conservative
GSE71159,GSE71159_ECtrl_vs_E3KO_gene_exp.diff.txt.gz,0.992781,conservative
GSE71159,GSE71159_ECtrl_vs_EfCtrl_gene_exp.diff.txt.gz,0.999998,conservative
GSE71164,GSE71164_SCR-static_vs_SCR-FSS.tabular.txt.gz,0.914548,conservative
GSE71164,GSE71164_SCR-static_vs_SH-EZH2-static.tabular.txt.gz,0.918855,conservative
GSE71185,GSE71185_CHD8_CRISPR_RNASeq_Cuffdiff_PolyA.txt.gz,0.375906,anti-conservative
GSE71185,GSE71185_CHD8_Knockdown_RNASeq_Cuffdiff_PolyA.txt.gz,0.472495,anti-conservative
GSE71185,GSE71185_NSD3_Knockdown_RNASeq_Cuffdiff_NSR.txt.gz,0.897084,anti-conservative
GSE71185,GSE71185_NSD3_Knockdown_RNASeq_Cuffdiff_PolyA.txt.gz,0.772386,anti-conservative
GSE71252,GSE71252_Akdogan_RNASeq_Cuffdiff_JUL232015.xlsx-sheet-geneExpDiffData,0.979797,bimodal
GSE71252,GSE71252_Akdogan_RNASeq_Cuffdiff_JUL232015.xlsx-sheet-isoformExpDiffData,0.979761,bimodal
GSE71281,GSE71281_G53_veh_vs_SAA_Th17_CuffDiff_Gene_Differential.txt.gz,0.994751,conservative
GSE71284,GSE71284_control_WT2_WT3_C1_C2_vs_truncation_3kb1_3kb2_100kb1_100kb2_CUFFDIFF_gene_exp.diff.gz,0.999970,conservative
GSE71295,GSE71295_gene_exp.diff.gz,0.976762,conservative
GSE71527,GSE71527_KO_naive_vs_KO_SNI_Sal.xlsx,0.999981,conservative
GSE71527,GSE71527_KO_SNI_Sal_vs_KO_SNI_DMI.xlsx,0.999939,conservative
GSE71527,GSE71527_WT_naive_vs_KO_naive.xlsx,0.999543,conservative
GSE71527,GSE71527_WT_naive_vs_WT_SNI_Sal.xlsx,0.999646,conservative
GSE71527,GSE71527_WT_SNI_DMI_vs_KO_SNI_DMI.xlsx,0.999924,conservative
GSE71527,GSE71527_WT_SNI_Sal_vs_KO_SNI_Sal.xlsx,0.999993,conservative
GSE71527,GSE71527_WT_SNI_Sal_vs_WT_SNI_DMI.xlsx,0.999998,conservative
GSE71539,GSE71539_TP0vsTP23_tag_results.txt.gz,0.847651,anti-conservative
GSE71609,GSE71609_2015_MZT.txt.gz,0.841590,conservative
GSE71609,GSE71609_2015_MZT.txt.gz,0.964844,conservative
GSE71609,GSE71609_2015_MZT.txt.gz,0.983489,conservative
GSE71609,GSE71609_2015_MZT.txt.gz,0.848165,conservative
GSE71609,GSE71609_2015_MZT.txt.gz,0.890896,conservative
GSE71916,GSE71916_Expression_Cufflinks_siRbfox1_3+EGFP_compared_to_siNT+EGFP.txt.gz,0.961251,anti-conservative
GSE71916,GSE71916_Expression_Cufflinks_siRbfox1_3+Flag-Rbfox1_C_compared_to_siRbfox1_3+EGFP.txt.gz,0.999220,other
GSE71916,GSE71916_Expression_Cufflinks_siRbfox1_3+Flag-Rbfox1_N_compared_to_siRbfox1_3+EGFP.txt.gz,0.999999,other
GSE71943,GSE71943_KO_vs_WT_diffGenes.txt.gz,0.834838,bimodal
GSE72059,GSE72059_21_gene_exp.diff.txt.gz,0.999949,conservative
GSE72105,GSE72105_Differential_Gene_Expression_Summary_D0.txt.gz,0.999917,conservative
GSE72105,GSE72105_Differential_Gene_Expression_Summary_D6.txt.gz,0.923498,bimodal
GSE72105,GSE72105_Differential_Gene_Expression_Summary_myotubes.txt.gz,0.916751,conservative
GSE72105,GSE72105_Differential_Gene_Expression_Summary_usp10.txt.gz,0.999884,conservative
GSE72172,GSE72172_S2_vs_SIN3_187.txt.gz,0.886215,conservative
GSE72178,GSE72178_gene_exp.diff.txt.gz,0.999860,conservative
GSE72560,GSE72560_Enteric_Glia.txt.gz,0.999067,conservative
GSE72712,GSE72712_ESCd_40-70_over_ESCd_lt40.cuffdiff.xlsx-sheet-EST-d_40-70_over_EST-d_lt40,0.997216,conservative
GSE72712,GSE72712_ESCd_40-70_over_ESCu.cuffdiff.xlsx-sheet-EST-d_40-70_over_EST-u.cuffdiff,0.978385,conservative
GSE72712,GSE72712_ESCd_gt70_over_ESCd_40-70.cuffdiff.xlsx-sheet-EST-d_gt70_over_EST-d_40-70,0.999997,conservative
GSE72712,GSE72712_ESCd_gt70_over_ESCd_lt40.cuffdiff.xlsx-sheet-EST-d_gt70_over_EST-d_lt40,0.995924,conservative
GSE72712,GSE72712_ESCd_gt70_over_ESCu.cuffdiff.xlsx-sheet-EST-d_gt70_over_EST-u.cuffdiff,0.977657,conservative
GSE72712,GSE72712_ESCd_lt40_over_ESCu.cuffdiff.xlsx-sheet-EST-d_lt40_over_EST-u.cuffdiff,0.973014,conservative
GSE72820,GSE72820_MDA1N-1P_RPKM.xlsx.gz,0.999942,conservative
