Accession,suppdata_id,PubMedIds,PubDate,EPubDate,Source,AuthorList,LastAuthor,Title,Volume,Issue,Pages,LangList,NlmUniqueID,ISSN,ESSN,PubTypeList,RecordStatus,PubStatus,ArticleIds,DOI,History,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO
GSE108418,GSE108418_tagged_EZH2_T372E_overexpression_vs_overexpressing_cells.DESeq2_Results.xlsx,29576612,2018 Jun,2018 Mar 26,Oncogene,Özeş ARPulliam NErtosun MGYılmaz ÖTang JÇopuroğlu EMatei DÖzeş ONNephew KP,Nephew KP,Protein kinase A-mediated phosphorylation regulates STAT3 activation and oncogenic EZH2 activity.,37,26,3589-3600,English,8711562,0950-9232,1476-5594,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2957661210.1038/s41388-018-0218-z10.1038/s41388-018-0218-zPMC6023775NIHMS9340762957661229576612pmc-id: PMC6023775;manuscript-id: NIHMS934076;,10.1038/s41388-018-0218-z,2017/07/06 00:002018/01/10 00:002018/01/09 00:002018/03/27 06:002019/03/05 06:002018/03/27 06:00,NA,1,1,Oncogene,doi: 10.1038/s41388-018-0218-z,2018 Jun;37(26):3589-3600
GSE108418,GSE108418_tagged_EZH2_T372E_overexpression_vs_tagged_EZH2_T372A_overexpression.DESeq2_Results.xlsx,29576612,2018 Jun,2018 Mar 26,Oncogene,Özeş ARPulliam NErtosun MGYılmaz ÖTang JÇopuroğlu EMatei DÖzeş ONNephew KP,Nephew KP,Protein kinase A-mediated phosphorylation regulates STAT3 activation and oncogenic EZH2 activity.,37,26,3589-3600,English,8711562,0950-9232,1476-5594,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2957661210.1038/s41388-018-0218-z10.1038/s41388-018-0218-zPMC6023775NIHMS9340762957661229576612pmc-id: PMC6023775;manuscript-id: NIHMS934076;,10.1038/s41388-018-0218-z,2017/07/06 00:002018/01/10 00:002018/01/09 00:002018/03/27 06:002019/03/05 06:002018/03/27 06:00,NA,1,1,Oncogene,doi: 10.1038/s41388-018-0218-z,2018 Jun;37(26):3589-3600
GSE108418,GSE108418_tagged_EZH2_T372E_overexpression_vs_tagged_EZH2_overexpression.DESeq2_Results.xlsx,29576612,2018 Jun,2018 Mar 26,Oncogene,Özeş ARPulliam NErtosun MGYılmaz ÖTang JÇopuroğlu EMatei DÖzeş ONNephew KP,Nephew KP,Protein kinase A-mediated phosphorylation regulates STAT3 activation and oncogenic EZH2 activity.,37,26,3589-3600,English,8711562,0950-9232,1476-5594,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2957661210.1038/s41388-018-0218-z10.1038/s41388-018-0218-zPMC6023775NIHMS9340762957661229576612pmc-id: PMC6023775;manuscript-id: NIHMS934076;,10.1038/s41388-018-0218-z,2017/07/06 00:002018/01/10 00:002018/01/09 00:002018/03/27 06:002019/03/05 06:002018/03/27 06:00,NA,1,1,Oncogene,doi: 10.1038/s41388-018-0218-z,2018 Jun;37(26):3589-3600
GSE108418,GSE108418_tagged_EZH2_overexpression_vs_overexpressing_cells.DESeq2_Results.xlsx,29576612,2018 Jun,2018 Mar 26,Oncogene,Özeş ARPulliam NErtosun MGYılmaz ÖTang JÇopuroğlu EMatei DÖzeş ONNephew KP,Nephew KP,Protein kinase A-mediated phosphorylation regulates STAT3 activation and oncogenic EZH2 activity.,37,26,3589-3600,English,8711562,0950-9232,1476-5594,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2957661210.1038/s41388-018-0218-z10.1038/s41388-018-0218-zPMC6023775NIHMS9340762957661229576612pmc-id: PMC6023775;manuscript-id: NIHMS934076;,10.1038/s41388-018-0218-z,2017/07/06 00:002018/01/10 00:002018/01/09 00:002018/03/27 06:002019/03/05 06:002018/03/27 06:00,NA,1,1,Oncogene,doi: 10.1038/s41388-018-0218-z,2018 Jun;37(26):3589-3600
GSE108005,GSE108005_gene_exp.diff.gz,29949773,2018 Jun 26,NA,Cell Rep,O'Brien DJones LMGood SMiles JVijayabaskar MSAston RSmith CEWesthead DRvan Oosten-Hawle P,van Oosten-Hawle P,A PQM-1-Mediated Response Triggers Transcellular Chaperone Signaling and Regulates Organismal Proteostasis.,23,13,3905-3919,English,101573691,NA,2211-1247,Journal Article,PubMed - in process,ppublish,29949773S2211-1247(18)30874-X10.1016/j.celrep.2018.05.093PMC60457742994977329949773pmc-id: PMC6045774;,10.1016/j.celrep.2018.05.093,2018/01/02 00:002018/05/04 00:002018/05/30 00:002018/06/28 06:002018/06/28 06:002018/06/28 06:00,NA,1,2,Cell reports,doi: 10.1016/j.celrep.2018.05.093,2018 Jun 26;23(13):3905-3919
GSE102300,GSE102300_diffexpr-results.csv.gz,30146163,2018 Sep 6,2018 Aug 23,Cell,Maeder CIKim JILiang XKaganovsky KShen ALi QLi ZWang SXu XZSLi JBXiang YKDing JBShen K,Shen K,The THO Complex Coordinates Transcripts for Synapse Development and Dopamine Neuron Survival.,174,6,1436-1449.e20,English,0413066,0092-8674,1097-4172,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,30146163S0092-8674(18)30974-710.1016/j.cell.2018.07.046PMC6542560NIHMS10120623014616330146163pmc-id: PMC6542560;manuscript-id: NIHMS1012062;,10.1016/j.cell.2018.07.046,2017/08/07 00:002018/05/11 00:002018/07/26 00:002018/08/28 06:002019/05/23 06:002018/08/28 06:00,NA,1,1,Cell,doi: 10.1016/j.cell.2018.07.046,2018 Sep 6;174(6):1436-1449.e20
GSE113979,GSE113979_DESeq2.txt.gz,29844022,2018 Jun 13,2018 May 29,J Neurosci,Ahrens SWu MVFurlan AHwang GRPaik RLi HPenzo MATollkuhn JLi B,Li B,A Central Extended Amygdala Circuit That Modulates Anxiety.,38,24,5567-5583,English,8102140,0270-6474,1529-2401,Journal Article,PubMed - in process,ppublish+epublish,29844022JNEUROSCI.0705-18.201810.1523/JNEUROSCI.0705-18.2018PMC60010322984402229844022pmc-id: PMC6001032;,10.1523/JNEUROSCI.0705-18.2018,2018/03/18 00:002018/04/22 00:002018/05/11 00:002018/05/31 06:002018/05/31 06:002018/05/31 06:00,NA,1,7,The Journal of neuroscience : the official journal of the Society for Neuroscience,doi: 10.1523/JNEUROSCI.0705-18.2018,2018 Jun 13;38(24):5567-5583
GSE99522,GSE99522_cds.diff.gz,30102730,2018,2018 Aug 13,PLoS One,Lewis SATakimoto TMehrvar SHiguchi HDoebley ALStokes GSheibani NIkeda SRanji MIkeda A,Ikeda A,The effect of Tmem135 overexpression on the mouse heart.,13,8,e0201986,English,101285081,NA,1932-6203,Journal Article,PubMed - indexed for MEDLINE,NA,3010273010.1371/journal.pone.0201986PONE-D-18-12001PMC60894353010273030102730pmc-id: PMC6089435;,10.1371/journal.pone.0201986,2018/04/20 00:002018/07/25 00:002018/08/14 06:002018/08/14 06:002019/02/01 06:00,NA,1,0,PloS one,doi: 10.1371/journal.pone.0201986,2018;13(8):e0201986
GSE99522,GSE99522_cds_exp.diff.gz,30102730,2018,2018 Aug 13,PLoS One,Lewis SATakimoto TMehrvar SHiguchi HDoebley ALStokes GSheibani NIkeda SRanji MIkeda A,Ikeda A,The effect of Tmem135 overexpression on the mouse heart.,13,8,e0201986,English,101285081,NA,1932-6203,Journal Article,PubMed - indexed for MEDLINE,NA,3010273010.1371/journal.pone.0201986PONE-D-18-12001PMC60894353010273030102730pmc-id: PMC6089435;,10.1371/journal.pone.0201986,2018/04/20 00:002018/07/25 00:002018/08/14 06:002018/08/14 06:002019/02/01 06:00,NA,1,0,PloS one,doi: 10.1371/journal.pone.0201986,2018;13(8):e0201986
GSE99522,GSE99522_gene_exp.diff.gz,30102730,2018,2018 Aug 13,PLoS One,Lewis SATakimoto TMehrvar SHiguchi HDoebley ALStokes GSheibani NIkeda SRanji MIkeda A,Ikeda A,The effect of Tmem135 overexpression on the mouse heart.,13,8,e0201986,English,101285081,NA,1932-6203,Journal Article,PubMed - indexed for MEDLINE,NA,3010273010.1371/journal.pone.0201986PONE-D-18-12001PMC60894353010273030102730pmc-id: PMC6089435;,10.1371/journal.pone.0201986,2018/04/20 00:002018/07/25 00:002018/08/14 06:002018/08/14 06:002019/02/01 06:00,NA,1,0,PloS one,doi: 10.1371/journal.pone.0201986,2018;13(8):e0201986
GSE99522,GSE99522_isoform_exp.diff.gz,30102730,2018,2018 Aug 13,PLoS One,Lewis SATakimoto TMehrvar SHiguchi HDoebley ALStokes GSheibani NIkeda SRanji MIkeda A,Ikeda A,The effect of Tmem135 overexpression on the mouse heart.,13,8,e0201986,English,101285081,NA,1932-6203,Journal Article,PubMed - indexed for MEDLINE,NA,3010273010.1371/journal.pone.0201986PONE-D-18-12001PMC60894353010273030102730pmc-id: PMC6089435;,10.1371/journal.pone.0201986,2018/04/20 00:002018/07/25 00:002018/08/14 06:002018/08/14 06:002019/02/01 06:00,NA,1,0,PloS one,doi: 10.1371/journal.pone.0201986,2018;13(8):e0201986
GSE99522,GSE99522_promoters.diff.gz,30102730,2018,2018 Aug 13,PLoS One,Lewis SATakimoto TMehrvar SHiguchi HDoebley ALStokes GSheibani NIkeda SRanji MIkeda A,Ikeda A,The effect of Tmem135 overexpression on the mouse heart.,13,8,e0201986,English,101285081,NA,1932-6203,Journal Article,PubMed - indexed for MEDLINE,NA,3010273010.1371/journal.pone.0201986PONE-D-18-12001PMC60894353010273030102730pmc-id: PMC6089435;,10.1371/journal.pone.0201986,2018/04/20 00:002018/07/25 00:002018/08/14 06:002018/08/14 06:002019/02/01 06:00,NA,1,0,PloS one,doi: 10.1371/journal.pone.0201986,2018;13(8):e0201986
GSE99522,GSE99522_splicing.diff.gz,30102730,2018,2018 Aug 13,PLoS One,Lewis SATakimoto TMehrvar SHiguchi HDoebley ALStokes GSheibani NIkeda SRanji MIkeda A,Ikeda A,The effect of Tmem135 overexpression on the mouse heart.,13,8,e0201986,English,101285081,NA,1932-6203,Journal Article,PubMed - indexed for MEDLINE,NA,3010273010.1371/journal.pone.0201986PONE-D-18-12001PMC60894353010273030102730pmc-id: PMC6089435;,10.1371/journal.pone.0201986,2018/04/20 00:002018/07/25 00:002018/08/14 06:002018/08/14 06:002019/02/01 06:00,NA,1,0,PloS one,doi: 10.1371/journal.pone.0201986,2018;13(8):e0201986
GSE99522,GSE99522_tss_group_exp.diff.gz,30102730,2018,2018 Aug 13,PLoS One,Lewis SATakimoto TMehrvar SHiguchi HDoebley ALStokes GSheibani NIkeda SRanji MIkeda A,Ikeda A,The effect of Tmem135 overexpression on the mouse heart.,13,8,e0201986,English,101285081,NA,1932-6203,Journal Article,PubMed - indexed for MEDLINE,NA,3010273010.1371/journal.pone.0201986PONE-D-18-12001PMC60894353010273030102730pmc-id: PMC6089435;,10.1371/journal.pone.0201986,2018/04/20 00:002018/07/25 00:002018/08/14 06:002018/08/14 06:002019/02/01 06:00,NA,1,0,PloS one,doi: 10.1371/journal.pone.0201986,2018;13(8):e0201986
GSE97980,GSE97980_N2_vs_nlg.xlsx-sheet-N2vsnlg_DE,28879499,2017 Nov,2017 Sep 6,Behav Genet,Rodríguez-Ramos ÁGámez-Del-Estal MMPorta-de-la-Riva MCerón JRuiz-Rubio M,Ruiz-Rubio M,Impaired Dopamine-Dependent Locomotory Behavior of C. elegans Neuroligin Mutants Depends on the Catechol-O-Methyltransferase COMT-4.,47,6,596-608,English,0251711,0001-8244,1573-3297,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2887949910.1007/s10519-017-9868-910.1007/s10519-017-9868-92887949928879499,10.1007/s10519-017-9868-9,2017/04/05 00:002017/08/24 00:002017/09/08 06:002018/01/09 06:002017/09/08 06:00,NA,1,1,Behavior genetics,doi: 10.1007/s10519-017-9868-9,2017 Nov;47(6):596-608
GSE97980,GSE97980_N2_vs_nrx.xlsx-sheet-N2vsnrx,28879499,2017 Nov,2017 Sep 6,Behav Genet,Rodríguez-Ramos ÁGámez-Del-Estal MMPorta-de-la-Riva MCerón JRuiz-Rubio M,Ruiz-Rubio M,Impaired Dopamine-Dependent Locomotory Behavior of C. elegans Neuroligin Mutants Depends on the Catechol-O-Methyltransferase COMT-4.,47,6,596-608,English,0251711,0001-8244,1573-3297,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2887949910.1007/s10519-017-9868-910.1007/s10519-017-9868-92887949928879499,10.1007/s10519-017-9868-9,2017/04/05 00:002017/08/24 00:002017/09/08 06:002018/01/09 06:002017/09/08 06:00,NA,1,1,Behavior genetics,doi: 10.1007/s10519-017-9868-9,2017 Nov;47(6):596-608
GSE97980,GSE97980_N2_vs_nrx_nlg.xlsx-sheet-N2_vs_nrx_nlg,28879499,2017 Nov,2017 Sep 6,Behav Genet,Rodríguez-Ramos ÁGámez-Del-Estal MMPorta-de-la-Riva MCerón JRuiz-Rubio M,Ruiz-Rubio M,Impaired Dopamine-Dependent Locomotory Behavior of C. elegans Neuroligin Mutants Depends on the Catechol-O-Methyltransferase COMT-4.,47,6,596-608,English,0251711,0001-8244,1573-3297,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2887949910.1007/s10519-017-9868-910.1007/s10519-017-9868-92887949928879499,10.1007/s10519-017-9868-9,2017/04/05 00:002017/08/24 00:002017/09/08 06:002018/01/09 06:002017/09/08 06:00,NA,1,1,Behavior genetics,doi: 10.1007/s10519-017-9868-9,2017 Nov;47(6):596-608
GSE106768,GSE106768_WT-YPD_v_htl1d-YPD_gene_differential_expression_testing.txt.gz,29875260,2018 Jul 2,2018 Jun 6,J Cell Biol,Sing TLHung MPOhnuki SSuzuki GSan Luis BJMcClain MUnruh JRYu ZOu JMarshall-Sheppard JHuh WKCostanzo MBoone COhya YJaspersen SLBrown GW,Brown GW,The budding yeast RSC complex maintains ploidy by promoting spindle pole body insertion.,217,7,2445-2462,English,0375356,0021-9525,1540-8140,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,29875260jcb.20170900910.1083/jcb.201709009PMC60285382987526029875260pmc-id: PMC6028538;,10.1083/jcb.201709009,2017/09/05 00:002018/02/13 00:002018/05/09 00:002018/06/08 06:002019/05/21 06:002018/06/08 06:00,NA,1,2,The Journal of cell biology,doi: 10.1083/jcb.201709009,2018 Jul 2;217(7):2445-2462
GSE106768,GSE106768_WT-YPGR_v_WT-YPD_gene_differential_expression_testing.txt.gz,29875260,2018 Jul 2,2018 Jun 6,J Cell Biol,Sing TLHung MPOhnuki SSuzuki GSan Luis BJMcClain MUnruh JRYu ZOu JMarshall-Sheppard JHuh WKCostanzo MBoone COhya YJaspersen SLBrown GW,Brown GW,The budding yeast RSC complex maintains ploidy by promoting spindle pole body insertion.,217,7,2445-2462,English,0375356,0021-9525,1540-8140,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,29875260jcb.20170900910.1083/jcb.201709009PMC60285382987526029875260pmc-id: PMC6028538;,10.1083/jcb.201709009,2017/09/05 00:002018/02/13 00:002018/05/09 00:002018/06/08 06:002019/05/21 06:002018/06/08 06:00,NA,1,2,The Journal of cell biology,doi: 10.1083/jcb.201709009,2018 Jul 2;217(7):2445-2462
GSE106768,GSE106768_WT-YPGR_v_htl1d-YPGR_gene_differential_expression_testing.txt.gz,29875260,2018 Jul 2,2018 Jun 6,J Cell Biol,Sing TLHung MPOhnuki SSuzuki GSan Luis BJMcClain MUnruh JRYu ZOu JMarshall-Sheppard JHuh WKCostanzo MBoone COhya YJaspersen SLBrown GW,Brown GW,The budding yeast RSC complex maintains ploidy by promoting spindle pole body insertion.,217,7,2445-2462,English,0375356,0021-9525,1540-8140,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,29875260jcb.20170900910.1083/jcb.201709009PMC60285382987526029875260pmc-id: PMC6028538;,10.1083/jcb.201709009,2017/09/05 00:002018/02/13 00:002018/05/09 00:002018/06/08 06:002019/05/21 06:002018/06/08 06:00,NA,1,2,The Journal of cell biology,doi: 10.1083/jcb.201709009,2018 Jul 2;217(7):2445-2462
GSE106768,GSE106768_WT_v_htl1d_gene_differential_expression_testing.txt.gz,29875260,2018 Jul 2,2018 Jun 6,J Cell Biol,Sing TLHung MPOhnuki SSuzuki GSan Luis BJMcClain MUnruh JRYu ZOu JMarshall-Sheppard JHuh WKCostanzo MBoone COhya YJaspersen SLBrown GW,Brown GW,The budding yeast RSC complex maintains ploidy by promoting spindle pole body insertion.,217,7,2445-2462,English,0375356,0021-9525,1540-8140,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,29875260jcb.20170900910.1083/jcb.201709009PMC60285382987526029875260pmc-id: PMC6028538;,10.1083/jcb.201709009,2017/09/05 00:002018/02/13 00:002018/05/09 00:002018/06/08 06:002019/05/21 06:002018/06/08 06:00,NA,1,2,The Journal of cell biology,doi: 10.1083/jcb.201709009,2018 Jul 2;217(7):2445-2462
GSE106768,GSE106768_WT_v_npl6d_gene_differential_expression_testing.txt.gz,29875260,2018 Jul 2,2018 Jun 6,J Cell Biol,Sing TLHung MPOhnuki SSuzuki GSan Luis BJMcClain MUnruh JRYu ZOu JMarshall-Sheppard JHuh WKCostanzo MBoone COhya YJaspersen SLBrown GW,Brown GW,The budding yeast RSC complex maintains ploidy by promoting spindle pole body insertion.,217,7,2445-2462,English,0375356,0021-9525,1540-8140,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,29875260jcb.20170900910.1083/jcb.201709009PMC60285382987526029875260pmc-id: PMC6028538;,10.1083/jcb.201709009,2017/09/05 00:002018/02/13 00:002018/05/09 00:002018/06/08 06:002019/05/21 06:002018/06/08 06:00,NA,1,2,The Journal of cell biology,doi: 10.1083/jcb.201709009,2018 Jul 2;217(7):2445-2462
GSE106768,GSE106768_WT_v_rsc1d_gene_differential_expression_testing.txt.gz,29875260,2018 Jul 2,2018 Jun 6,J Cell Biol,Sing TLHung MPOhnuki SSuzuki GSan Luis BJMcClain MUnruh JRYu ZOu JMarshall-Sheppard JHuh WKCostanzo MBoone COhya YJaspersen SLBrown GW,Brown GW,The budding yeast RSC complex maintains ploidy by promoting spindle pole body insertion.,217,7,2445-2462,English,0375356,0021-9525,1540-8140,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,29875260jcb.20170900910.1083/jcb.201709009PMC60285382987526029875260pmc-id: PMC6028538;,10.1083/jcb.201709009,2017/09/05 00:002018/02/13 00:002018/05/09 00:002018/06/08 06:002019/05/21 06:002018/06/08 06:00,NA,1,2,The Journal of cell biology,doi: 10.1083/jcb.201709009,2018 Jul 2;217(7):2445-2462
GSE106768,GSE106768_WT_v_rsc2d_gene_differential_expression_testing.txt.gz,29875260,2018 Jul 2,2018 Jun 6,J Cell Biol,Sing TLHung MPOhnuki SSuzuki GSan Luis BJMcClain MUnruh JRYu ZOu JMarshall-Sheppard JHuh WKCostanzo MBoone COhya YJaspersen SLBrown GW,Brown GW,The budding yeast RSC complex maintains ploidy by promoting spindle pole body insertion.,217,7,2445-2462,English,0375356,0021-9525,1540-8140,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,29875260jcb.20170900910.1083/jcb.201709009PMC60285382987526029875260pmc-id: PMC6028538;,10.1083/jcb.201709009,2017/09/05 00:002018/02/13 00:002018/05/09 00:002018/06/08 06:002019/05/21 06:002018/06/08 06:00,NA,1,2,The Journal of cell biology,doi: 10.1083/jcb.201709009,2018 Jul 2;217(7):2445-2462
GSE106768,GSE106768_WT_v_rtt102d_gene_differential_expression_testing.txt.gz,29875260,2018 Jul 2,2018 Jun 6,J Cell Biol,Sing TLHung MPOhnuki SSuzuki GSan Luis BJMcClain MUnruh JRYu ZOu JMarshall-Sheppard JHuh WKCostanzo MBoone COhya YJaspersen SLBrown GW,Brown GW,The budding yeast RSC complex maintains ploidy by promoting spindle pole body insertion.,217,7,2445-2462,English,0375356,0021-9525,1540-8140,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,29875260jcb.20170900910.1083/jcb.201709009PMC60285382987526029875260pmc-id: PMC6028538;,10.1083/jcb.201709009,2017/09/05 00:002018/02/13 00:002018/05/09 00:002018/06/08 06:002019/05/21 06:002018/06/08 06:00,NA,1,2,The Journal of cell biology,doi: 10.1083/jcb.201709009,2018 Jul 2;217(7):2445-2462
GSE106768,GSE106768_htl1d-YPGR_v_htl1d-YPD_gene_differential_expression_testing.txt.gz,29875260,2018 Jul 2,2018 Jun 6,J Cell Biol,Sing TLHung MPOhnuki SSuzuki GSan Luis BJMcClain MUnruh JRYu ZOu JMarshall-Sheppard JHuh WKCostanzo MBoone COhya YJaspersen SLBrown GW,Brown GW,The budding yeast RSC complex maintains ploidy by promoting spindle pole body insertion.,217,7,2445-2462,English,0375356,0021-9525,1540-8140,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,29875260jcb.20170900910.1083/jcb.201709009PMC60285382987526029875260pmc-id: PMC6028538;,10.1083/jcb.201709009,2017/09/05 00:002018/02/13 00:002018/05/09 00:002018/06/08 06:002019/05/21 06:002018/06/08 06:00,NA,1,2,The Journal of cell biology,doi: 10.1083/jcb.201709009,2018 Jul 2;217(7):2445-2462
GSE85653,GSE85653_gene_exp.diff.gz,29697803,2018 May 19,NA,J Exp Bot,Albihlal WSObomighie IBlein TPersad RChernukhin ICrespi MBechtold UMullineaux PM,Mullineaux PM,Arabidopsis HEAT SHOCK TRANSCRIPTION FACTORA1b regulates multiple developmental genes under benign and stress conditions.,69,11,2847-2862,English,9882906,0022-0957,1460-2431,Journal Article,PubMed - in process,ppublish,29697803498513610.1093/jxb/ery142PMC59613792969780329697803pmc-id: PMC5961379;,10.1093/jxb/ery142,2017/10/20 00:002018/04/05 00:002018/04/27 06:002018/04/27 06:002018/04/27 06:00,NA,1,4,Journal of experimental botany,doi: 10.1093/jxb/ery142,2018 May 19;69(11):2847-2862
GSE107564,GSE107564_control.vs.shIMP_75_treated.txt.gz,29847788,2018 May 29,NA,Cell Rep,Samanta SGuru SElaimy ALAmante JJOu JYu JZhu LJMercurio AM,Mercurio AM,IMP3 Stabilization of WNT5B mRNA Facilitates TAZ Activation in Breast Cancer.,23,9,2559-2567,English,101573691,NA,2211-1247,Journal Article,PubMed - in process,ppublish,29847788S2211-1247(18)30713-710.1016/j.celrep.2018.04.113PMC6007887NIHMS9732562984778829847788pmc-id: PMC6007887;manuscript-id: NIHMS973256;,10.1016/j.celrep.2018.04.113,2017/12/01 00:002018/03/16 00:002018/04/26 00:002018/05/31 06:002018/05/31 06:002018/05/31 06:00,NA,1,2,Cell reports,doi: 10.1016/j.celrep.2018.04.113,2018 May 29;23(9):2559-2567
GSE107564,GSE107564_control.vs.shIMP_77_treated.txt.gz,29847788,2018 May 29,NA,Cell Rep,Samanta SGuru SElaimy ALAmante JJOu JYu JZhu LJMercurio AM,Mercurio AM,IMP3 Stabilization of WNT5B mRNA Facilitates TAZ Activation in Breast Cancer.,23,9,2559-2567,English,101573691,NA,2211-1247,Journal Article,PubMed - in process,ppublish,29847788S2211-1247(18)30713-710.1016/j.celrep.2018.04.113PMC6007887NIHMS9732562984778829847788pmc-id: PMC6007887;manuscript-id: NIHMS973256;,10.1016/j.celrep.2018.04.113,2017/12/01 00:002018/03/16 00:002018/04/26 00:002018/05/31 06:002018/05/31 06:002018/05/31 06:00,NA,1,2,Cell reports,doi: 10.1016/j.celrep.2018.04.113,2018 May 29;23(9):2559-2567
GSE109443,GSE109443_CRTC3-Bko-SVF_gene_exp.diff.gz,29784793,2018 Jun 5,2018 May 21,Proc Natl Acad Sci U S A,Yoon YSTsai WWVan de Velde SChen ZLee KFMorgan DARahmouni KMatsumura SWiater ESong YMontminy M,Montminy M,cAMP-inducible coactivator CRTC3 attenuates brown adipose tissue thermogenesis.,115,23,E5289-E5297,English,7505876,0027-8424,1091-6490,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,29784793180525711510.1073/pnas.1805257115PMC60033352978479329784793pmc-id: PMC6003335;,10.1073/pnas.1805257115,2018/05/23 06:002018/09/05 06:002018/05/23 06:00,NA,1,2,Proceedings of the National Academy of Sciences of the United States of America,doi: 10.1073/pnas.1805257115,2018 Jun 5;115(23):E5289-E5297
GSE114941,GSE114941_DEseq2.xlsx,29903879,2018 Aug,2018 Jun 14,Cancer Discov,Zhang MDi Martino JSBowman RLCampbell NRBaksh SCSimon-Vermot TKim ISHaldeman PMondal CYong-Gonzales VAbu-Akeel MMerghoub TJones DRZhu XGArora AAriyan CEBirsoy KWolchok JDPanageas KSHollmann TBravo-Cordero JJWhite RM,White RM,Adipocyte-Derived Lipids Mediate Melanoma Progression via FATP Proteins.,8,8,1006-1025,English,101561693,2159-8274,2159-8290,Journal Article,PubMed - in process,ppublish+epublish,299038792159-8290.CD-17-137110.1158/2159-8290.CD-17-1371PMC6192670NIHMS9748832990387929903879pmc-id: PMC6192670;manuscript-id: NIHMS974883;,10.1158/2159-8290.CD-17-1371,2017/12/05 00:002018/04/06 00:002018/06/06 00:002018/06/16 06:002018/06/16 06:002018/06/16 06:00,NA,1,11,Cancer discovery,doi: 10.1158/2159-8290.CD-17-1371,2018 Aug;8(8):1006-1025
GSE99263,GSE99263_RNA-seq_RPKM_HCT-116_siAPC_vs_untreated_cuffDiff.txt.gz,30131849,2018 Jul 27,2018 Jul 27,Oncotarget,Hankey WChen ZBergman MJFernandez MOHancioglu BLan XJegga AGZhang JJin VXAronow BJWang QGroden J,Groden J,Chromatin-associated APC regulates gene expression in collaboration with canonical WNT signaling and AP-1.,9,58,31214-31230,English,101532965,NA,1949-2553,Journal Article,PubMed,NA,3013184910.18632/oncotarget.2578125781PMC61012783013184930131849pmc-id: PMC6101278;,10.18632/oncotarget.25781,2018/02/06 00:002018/07/05 00:002018/08/23 06:002018/08/23 06:002018/08/23 06:01,NA,1,1,Oncotarget,doi: 10.18632/oncotarget.25781,2018 Jul 27;9(58):31214-31230
GSE93102,GSE93102_D39_625AA_VS_D39_WT_UT.csv.gz,29867785,2018,2018 May 11,Front Microbiol,Eijkelkamp BABegg SLPederick VGTrapetti CGregory MKWhittall JJPaton JCMcDevitt CA,McDevitt CA,Arachidonic Acid Stress Impacts Pneumococcal Fatty Acid Homeostasis.,9,NA,813,English,101548977,NA,1664-302X,Journal Article,PubMed,NA,2986778510.3389/fmicb.2018.00813PMC59584182986778529867785pmc-id: PMC5958418;,10.3389/fmicb.2018.00813,2018/01/10 00:002018/04/10 00:002018/06/06 06:002018/06/06 06:002018/06/06 06:01,NA,1,1,Frontiers in microbiology,doi: 10.3389/fmicb.2018.00813,2018;9:813
GSE112404,GSE112404_Figure2_sorted_RNAseq_P8_WT_vs_Opn4DTA_DTA.xlsx-sheet-LD-P8-WTB_LD-P8-DTAKO.csv,29791852,2018 May 22,NA,Cell Rep,Tufford AROnyak JRSondereker KBLucas JAEarley AMMattar PHattar SSchmidt TMRenna JMCayouette M,Cayouette M,Melanopsin Retinal Ganglion Cells Regulate Cone Photoreceptor Lamination in the Mouse Retina.,23,8,2416-2428,English,101573691,NA,2211-1247,Journal Article,PubMed - in process,ppublish,29791852S2211-1247(18)30664-810.1016/j.celrep.2018.04.086PMC6204233NIHMS15063102979185229791852pmc-id: PMC6204233;manuscript-id: NIHMS1506310;,10.1016/j.celrep.2018.04.086,2017/07/08 00:002018/03/05 00:002018/04/17 00:002018/05/24 06:002018/05/24 06:002018/05/24 06:00,NA,1,3,Cell reports,doi: 10.1016/j.celrep.2018.04.086,2018 May 22;23(8):2416-2428
