PubMedIds,citations
28077488,15
27533016,132
26393488,6
25879659,11
26253536,27
26058075,113
25838543,49
24884413,2
22379031,49
30323028,4
30374194,4
30064973,3
29735517,3
29385617,10
29554113,3
29257950,22
28724941,5
29021239,12
28250203,5
28377873,14
28340352,25
27573823,55
27229144,190
27118425,557
27006400,28
26527297,100
25942495,11
24495580,60
22623725,41
22056041,1031
21699700,18
31649238,0
30449619,26
30334368,0
30457989,3
30308166,6
29334373,57
28506846,12
29220667,33
28559491,3
28289031,10
28179517,16
27760340,64
27519597,8
27507649,21
27397025,18
27320926,24
27935835,20
26235340,53
26178981,18
25770109,44
24965555,29
24929677,69
22955987,2036
30385846,0
29991527,8
29247756,12
29099484,2
28960196,95
28954224,10
28923083,11
28951474,16
28017794,56
28207742,11
28972157,6
28782042,15
27855694,8
26573221,29
26474386,30
25503064,9
24278466,32
23934149,589
23481595,83
22291592,229
21989159,47
21750260,26
20700453,92
19528076,114
30094933,3
30446696,4
30323188,6
30231942,1
30216339,1
29662170,25
29196603,2
29263354,8
28400552,13
28094268,7
27733379,14
27545718,12
27354525,38
27088892,9
27218149,16
26811383,17
26653852,19
26091414,19
25217959,262
24585881,79
23824586,7
23530188,135
22264824,151
22319055,107
31142855,37
30595332,21
30341925,2
29467427,27
30126898,6
30275296,4
30269986,14
29986767,7
29914359,7
29044188,7
28536247,12
28445693,11
28049628,13
28212749,254
27880897,65
27811978,17
27518563,50
27391784,24
26589460,1
26580608,2
26401909,18
25114221,51
24590075,134
23290915,153
22214611,26
31631019,3
30428356,4
30297869,2
30333238,23
29434377,38
29079285,21
30531857,1
29554304,6
29084993,2
28232744,8
28633018,62
28196077,11
28074024,14
27720902,8
27398909,105
27050516,44
26670661,22
25599178,185
25614460,23
24151245,14
23749191,186
22916029,27
30397335,7
30111801,1
29636455,15
29348408,4
30383747,4
29408715,19
29570733,1
29212666,21
29233972,13
28351983,17
28273450,8
28049826,21
27880914,24
27681426,17
27572106,34
26774488,58
27732952,1
26549260,51
26469318,38
26646932,9
24867637,91
25152035,8
24349106,40
30297755,5
29983389,6
29343622,52
29986060,4
28822967,3
28710959,5
28863153,10
28749988,7
28495875,107
28338957,16
28173755,6
29109479,30
27899133,27
26901150,48
26780297,19
26331541,163
25215865,23
23233547,71
23194602,10
23246435,117
23557753,22
30875275,1
30626644,5
30540948,2
30341238,2
30242112,6
29674432,74
29610665,1
29389046,5
29074972,9
28684431,11
28666128,47
28352661,15
28151048,6
28232602,21
27837029,7
26680004,67
25955966,49
26299573,123
25584414,35
25317556,164
25092889,43
24714520,64
23345452,57
31344124,2
30397315,33
30404002,18
30228117,3
29481677,14
29398709,9
29281835,11
29118011,11
28673540,29
28487390,5
28228846,23
28061857,6
27732843,19
27667687,338
26879975,13
26262842,25
24647753,20
25533951,96
25730472,33
24972996,17
24453983,34
24023691,58
24092935,13
31752680,0
30639359,7
30665350,4
30566858,12
29915328,2
30237497,6
29735480,2
29792595,6
29399880,14
29335548,21
29093487,4
27869828,64
27377755,24
27050522,26
26771497,144
27922819,6
26349061,34
25494287,9
26028225,42
25724378,44
25217506,23
25027476,12
24970488,22
24292813,18
23925128,49
31242417,1
30315824,1
30403720,2
30076848,3
29967172,1
29388193,7
29549139,8
28442587,6
28654659,32
28285904,39
26466925,16
27800025,4
26464442,8
26015430,4
25994052,21
25740828,18
25583473,37
25608663,120
25157170,34
24744238,32
24401661,62
23734717,133
20522740,189
30940539,0
30777147,7
30445587,5
29703894,9
30245210,5
30111633,8
30017590,7
29717979,7
29482522,2
28500307,2
28990932,11
28570265,9
27775185,19
27869820,39
26901863,28
26766587,26
26275810,22
26258987,24
25691524,10
24150943,48
24550743,8
24239284,107
24100015,38
30988346,1
30546079,1
30510133,26
29777171,12
29683485,1
29686279,6
29505600,4
29451492,43
29361088,13
29240790,22
29133793,33
28536264,24
28082717,25
27113289,24
26608916,14
26545587,10
25417093,12
25825726,45
25990724,20
25211079,53
25198545,28
25030175,98
23341612,70
23101621,292
20202174,258
30628888,3
30209264,11
29769331,19
29304191,11
29677493,16
29367766,15
28645186,5
29338696,5
29133799,22
28912132,40
28698226,14
28619718,42
28235773,11
28440222,20
28429718,8
27997827,14
27322743,101
27437574,122
27385103,13
26984623,13
26727204,10
26472911,69
26142430,11
25589554,9
30658994,12
29858584,7
30174313,6
29658882,14
29618061,7
29346407,7
29110642,8
28874528,24
28522536,15
28270516,10
27924019,15
27874835,4
26148230,14
26047954,28
26384355,23
26711335,17
25977295,18
25853849,19
26858304,20
25294825,48
25132549,185
24519855,19
24676858,82
22396588,32
30858341,2
30379370,3
30377170,4
30382200,30
29864161,12
29789566,4
29514093,29
28749464,2
28636946,14
28552607,4
28494244,13
28475896,18
28192603,16
27974362,16
27647875,36
27452435,9
27261459,16
26467507,14
26206316,77
25759020,170
24949534,12
24888725,17
24014766,11
23416452,76
21831882,59
30953519,0
30559255,1
30413705,1
30213953,2
29321650,10
30486796,3
30254132,2
29959281,5
29606596,18
29491412,20
29066499,9
28745585,13
28640866,4
28211871,11
27724872,21
27085088,28
27027288,465
26717500,3
25519510,11
25417106,67
24361893,6
24120626,45
30550791,65
30464347,21
30322923,3
30126905,1
29355516,9
29171785,4
29031600,1
30341145,26
29021241,7
28585919,17
28367989,18
28249010,17
28092684,16
28249160,32
28079019,108
27911772,9
27516603,49
26780092,123
27602759,31
26072395,14
26276632,209
25512559,50
25379700,10
21915259,164
21045082,57
30651550,12
31040248,2
30563908,1
30049279,4
29466336,53
29445148,6
29275861,59
29229773,5
28814645,32
28698213,17
28632131,64
28368449,23
28216149,35
26808730,18
26485708,256
26354121,72
26080409,34
25531890,92
26135619,84
24760698,36
25070534,21
23468654,27
23301088,31
31704941,0
31097541,1
30333496,6
30026490,5
29549331,13
29920279,10
29408237,7
29291981,3
29030619,14
28878125,22
28841410,63
28490664,13
27936208,11
27802172,11
27671678,29
27698373,15
27556950,128
27288410,5
27243651,63
26898952,16
26690827,20
25183525,38
24722244,36
30995283,3
30332650,9
29915358,38
29720137,4
29590628,38
30186282,4
29394407,8
28793257,23
28621329,57
27893464,25
27671713,8
27708074,43
27635762,88
27626381,152
27365209,13
27015110,26
26999439,11
26359867,11
25414315,69
25288800,30
23766421,112
23770886,34
23180859,300
31097695,2
30571761,5
30143612,9
29934585,21
30409508,12
30452449,0
29431745,31
29370758,9
29066513,17
28883001,18
28933694,9
28821232,6
28403814,10
29131160,148
27419873,167
26248544,4
26942852,61
25937284,56
25220182,22
24486609,16
25535918,49
24393808,60
23770079,56
30385731,4
30154152,8
29339472,5
29686017,6
28855514,23
28717175,2
28902852,5
28074830,15
27840026,31
27641628,8
27189540,15
27356472,12
27346425,54
27296678,5
26420038,45
26153859,238
26047807,56
26082498,18
26430061,22
24875481,73
24714810,98
22039447,66
21054883,26
29720634,54
29439658,5
29249668,6
29044103,3
28747644,8
28886967,6
28790031,12
28847947,27
28444238,39
28475894,58
27470110,15
27221652,3
26888633,7
26915971,5
26883360,43
27503359,10
25986459,21
26073445,24
25810390,26
25722368,48
25569173,45
25192136,346
24000294,141
24339892,11
22912594,94
31413113,0
30552020,17
30619270,5
28912455,5
29202461,5
29021166,33
28911119,14
28500257,17
28350988,22
28215706,46
28228601,49
27934869,27
29222089,18
27898892,9
27479136,6
27256596,18
26679344,19
25655195,15
25804735,11
25184677,69
24616499,28
24658644,808
23344998,26
23352431,527
21536721,97
31819114,0
29945888,13
29749927,10
29539426,12
29399967,15
29475453,9
29600195,1
30519573,0
29669055,12
29670281,156
29378846,8
29087313,6
28520765,8
28391398,15
27789795,264
27713415,4
26449608,24
27018577,275
26494785,33
26082144,6
25874869,32
25199833,6
31186019,0
30833796,13
31269511,0
30325306,6
29950728,33
29664401,5
28541577,12
28370892,8
28402567,8
28250425,22
28262548,33
27270397,4
27346680,27
26619789,20
26157010,11
25576364,16
25737279,16
24875254,15
24984705,12
24034696,49
23150631,76
21933919,47
21555364,180
30604745,15
31666072,0
30471926,104
30184499,19
29700225,92
28559429,8
28193854,28
29225035,17
27672034,13
27725773,57
27506453,32
27424783,149
27349324,27
26944202,45
26922637,42
25976872,11
25551786,7
25242416,15
24723395,6
24859338,61
23815102,25
23555231,29
30420752,60
30133335,0
29866656,2
29851555,6
29463712,35
28887438,22
28874509,18
27883312,9
27125305,13
26893308,30
26833731,50
25410163,42
25897113,25
25668187,4
25446183,14
24726328,22
24593312,12
23728300,189
23613874,78
22953016,13
22751203,236
21490962,22
30529251,1
29968724,6
29941956,3
30049782,10
29690861,4
29551269,59
29273625,17
29950403,5
29120328,15
28860209,74
28915794,2
28800583,9
28600289,13
27940562,8
28292441,51
27482887,49
27009580,44
26721680,342
26631063,15
24912735,46
24430697,13
25476147,51
21914722,42
30590045,6
29795448,5
29944650,11
29449453,50
29386396,15
29107288,11
28763438,20
28356342,29
28157506,31
28334816,15
27821484,15
27320919,27
27215196,11
26604129,11
26090810,12
25982114,142
25409149,68
26099751,37
25159140,263
24152549,22
24098440,21
22730465,8
22607119,56
30409967,17
30301850,12
30127438,28
29906661,6
30119690,5
30089471,2
29625895,36
29425339,2
29492454,24
29282253,6
29195078,274
27763806,4
28148637,10
27899639,21
28049421,5
28079927,4
27495169,17
26718337,8
26150553,11
26381351,10
24463456,2
25311790,10
25053437,64
23696641,57
20808890,94
31109297,0
30617349,3
29934580,3
29651155,10
29636369,6
29472441,42
28740209,11
27759021,5
28637866,13
28087529,16
27864379,15
27736644,20
27141965,16
27292639,19
27229484,6
26944680,87
26586766,66
26485529,4
26389589,7
25441755,6
25171414,127
24841254,22
24597475,40
23663784,140
22085726,176
30455306,15
30451863,16
29809149,12
29606617,15
29555755,25
29281819,5
29101321,14
28809392,59
28812581,14
28618162,27
28700604,16
28511845,4
28389524,4
28475589,11
28115466,12
27335464,9
26641715,67
26645277,16
25893406,6
25822368,6
25531649,16
25228647,97
23150539,62
22152485,107
30659795,1
30683697,0
30375060,1
30679203,4
29474582,8
29487137,3
29326099,47
29328911,141
29154208,2
28794460,6
28609784,3
28514657,62
27941241,31
27728805,115
27325288,11
27194808,9
27296804,28
27134162,12
26961822,13
26214373,41
24766808,472
23806289,18
21609454,39
20736350,204
19850910,110
30315093,5
30819903,0
30413769,1
29686312,18
29599503,2
30012731,9
30422115,10
28695824,15
28530639,16
28388409,91
28320933,14
28297672,16
28100833,63
29279367,33
27720609,15
27441387,14
27184839,44
26837576,56
26648521,120
26586431,47
25487280,91
24112639,48
23908765,57
23824327,73
23617936,9
31910882,0
30559385,4
30037926,2
29913414,3
29920190,7
29735523,1
29975713,1
29695788,13
29641997,2
29107533,44
28685772,22
28453524,4
28323820,35
27956437,6
28240248,29
27895109,38
28981749,4
29021253,5
27502555,22
27015278,32
26809499,25
26627738,348
26575630,41
30709661,4
29980668,4
29295995,24
30477489,5
29972793,5
29730990,6
29203769,9
27475628,13
28320483,11
28981706,8
27926872,35
27479084,51
27150914,14
26833087,16
26367423,14
25483776,116
24840202,94
24416450,14
25375251,9
23580538,14
22474347,131
21633165,504
21167046,59
30643296,9
30559470,13
30242153,5
30094916,3
30104386,9
29779895,5
29572268,4
28985526,10
29073267,13
28380358,17
28115545,16
27364731,108
27019329,61
26589177,12
26238561,28
26374485,35
26257283,45
26073941,215
26053856,18
26062937,29
25342740,10
25294932,122
23696454,28
22981864,112
30728504,26
30511964,14
30010774,2
30443032,1
30305625,3
29515182,1
29568081,16
29391536,14
30232290,4
29925006,22
29659814,3
29027900,6
29024642,8
28619709,9
27378356,13
27091409,29
26750110,40
26924578,41
24407906,42
24504458,16
31035926,2
30865631,2
30514845,1
30479347,2
30202063,14
30108214,10
30006548,5
30232005,5
29802214,10
29440499,24
29157358,11
29056343,90
29036644,4
28825697,15
28233798,18
27856734,9
27668937,172
27003799,12
27160913,28
26927674,14
26798068,15
23221598,103
24019758,50
30530755,8
30429208,14
30558534,7
29789522,29
29155150,9
29716548,0
29516010,3
28811507,4
29176883,3
29045844,15
28704716,5
28287392,41
28249168,13
28003475,13
28017373,18
29030344,2
27581455,18
26553849,12
26146077,19
25848745,65
25573994,11
25190258,18
23873939,53
23382695,175
22615540,100
30755158,0
30531872,21
30531910,10
30143610,10
29973619,3
30463007,4
30142145,19
29723522,1
29625039,14
28910283,4
28850112,1
28514690,53
27889319,60
28148846,19
28044982,37
27406984,25
27208288,5
26518685,8
26151762,55
25704820,35
25104019,30
23503461,91
22496805,38
22090375,62
30504434,4
29765031,12
29691407,9
30395602,6
30121511,1
29669285,5
29618662,14
29432175,21
29180470,11
30137486,6
28972008,3
27749013,13
27655916,8
27626382,158
27223264,21
26483487,41
25787252,20
24946810,10
24651478,83
23883929,68
23258890,442
22969428,33
30606742,4
30355480,2
30082830,29
29898898,14
29727682,5
29710817,0
29254993,5
28528697,7
28235956,9
28181495,16
28596382,8
27875314,7
27923878,33
27353397,5
27292797,35
27238023,188
27466434,10
27655709,11
26710323,3
25135297,40
23696672,86
30787433,6
30170813,11
29734372,5
29738536,2
29348240,22
29107537,58
29212017,7
28954628,5
28622514,231
28112170,82
28028242,41
28739801,21
27912061,245
26933838,25
26641092,3
26551542,64
26402107,59
26074006,55
25667983,29
25623840,20
25217591,40
23313552,267
23889909,42
31767855,0
30279092,3
30352065,6
29988159,8
29490983,1
29490985,6
29483650,31
27593501,5
29400649,7
29220657,44
29267285,4
28747380,5
28920576,7
28504646,10
27893719,21
29036702,8
27132940,35
26926107,42
26866591,10
26057209,17
25573024,9
25108525,35
24497530,86
24586061,38
25277163,17
31704931,0
31554869,0
30540962,3
30413703,26
30120929,5
29773794,2
29511234,7
30451854,1
29802212,10
29551301,8
29374026,11
29233477,42
28843484,14
28371798,134
28763796,8
26883038,11
26913521,9
26542370,6
26023162,26
24949855,3
24407421,421
24957674,7
24355041,24
23279824,85
20615900,24
29878134,9
30449621,34
30266904,1
29898990,13
29937145,7
29727685,4
29378795,3
29503225,6
28864262,15
28366443,21
28302071,11
28116354,13
27645777,17
27058900,6
27217715,3
27109213,51
26771354,30
27520819,1
24317514,26
24732968,26
23770822,169
21549415,290
31832066,0
30552116,1
29925903,4
29769529,21
30429332,6
30396910,5
30462731,3
29398449,29
28445691,3
28280273,11
28296881,16
28167501,16
27401558,22
27217539,20
27111894,3
26876183,116
27172188,15
26655902,18
26053632,13
25921091,82
23766336,66
21840877,161
30099074,4
30399334,6
29456179,6
28874804,10
28336910,10
28973931,20
29031728,21
28586527,5
28404604,23
28042677,7
28213356,15
28166270,10
27150822,13
26010866,14
25803323,35
25116387,21
24958854,39
24119003,49
23467085,478
23540698,411
23746451,140
23041064,150
31041783,0
30374093,10
30237501,0
30209285,8
29735694,6
29355846,22
29440377,33
29462945,1
28813674,18
28492543,6
28428369,437
28068333,4
27659211,45
27536874,6
27369898,17
26967054,9
25747006,13
25254613,49
24681958,37
24363023,425
25306110,50
24895027,13
22592791,46
22319583,881
31045574,2
30181179,2
30297393,0
30211127,10
29719259,18
29641995,14
29346572,4
29386114,3
29339519,11
29066292,3
28743992,17
28628120,12
28490517,7
28094170,13
28329684,6
28114969,0
28094018,33
27261197,5
27050392,643
26718006,28
26261211,23
26067602,36
25860607,75
25880195,37
30575739,7
29945941,9
29436395,27
30325352,7
29180567,4
29215012,9
29170503,54
28794002,13
28537556,4
27586544,17
27501247,66
27445395,34
27178967,33
27126051,26
26695660,11
26321646,26
25693567,216
25636411,44
24946870,47
23602153,341
23235829,329
30687317,0
30520728,2
29626186,10
30207828,0
29758095,1
29669295,9
29766046,2
29284669,22
29276154,2
29109123,10
29255294,12
28447391,16
28490575,7
27916600,16
28054639,8
27930340,27
27364555,16
27102484,218
26743080,12
24937255,7
24559675,27
24170322,19
21317363,76
31117959,2
30475985,1
30111569,5
29542001,12
29691780,3
29866841,15
29632194,12
29249360,55
29346778,79
30389797,15
28787458,15
28578850,20
27734096,13
28112221,2
28588024,7
25754085,21
26497596,102
24991935,10
25242324,56
24058158,62
23894324,11
22795644,79
30833775,18
30487604,22
30464314,2
30464175,4
30262807,5
30400891,1
29851084,0
30190207,3
29907154,9
29320761,1
29229769,9
28947543,5
28446242,4
27880763,48
27750280,163
27716507,85
27029645,40
25964336,96
25576597,31
23728303,299
23019147,59
30836646,0
30590035,5
29572208,9
29551589,13
29467282,13
29565363,23
28521766,27
28087634,17
28067618,36
27668656,20
27129738,5
27320910,18
27299313,9
26313521,50
26201599,54
25349387,632
24962896,18
25533351,30
23505351,63
23185289,9
22393009,106
22345399,177
21511902,202
21270146,100
31564645,4
30948545,3
30559377,21
30150753,7
29572390,5
29510988,13
29499132,22
29893976,2
28819105,2
28747667,15
28143955,27
28116755,19
27343030,9
27814506,61
27655842,33
27068107,48
26628058,16
26445145,19
25533349,29
24894502,42
23936330,37
23562324,159
23426263,107
22855560,81
31524596,1
30523150,3
30503522,16
30174307,22
30413363,7
30220568,10
29861161,21
29874580,4
29624071,43
29500242,9
29934339,4
28854564,27
28684628,13
28483910,9
28137873,41
27405765,14
27309803,76
27058758,22
26699719,11
26073541,33
25402684,50
22422859,438
22412385,223
20587772,178
30952905,0
30130253,9
30108144,8
30131370,43
29905868,4
28846088,146
28803914,3
28397370,8
28370450,17
28416596,23
28298524,5
27258949,16
27874032,13
27774996,14
26742694,30
26883548,13
26292092,10
25251678,15
24149843,55
23759713,98
23671574,38
21430782,322
18951569,22
31235752,1
29568121,1
30554964,8
30120247,4
29844387,10
29298978,20
30496178,10
30181264,7
29788921,22
29378799,6
29309722,9
29234122,12
28955038,17
29056321,16
28546318,231
28087530,15
27259154,98
26479273,14
26623667,6
25258010,20
25492647,28
25201548,17
24278031,64
30778241,13
29860300,9
29743197,4
29686423,24
29473818,4
29533783,41
29440484,1
29323272,27
29038090,6
28738408,221
27956496,20
28916644,29
28108474,15
27716916,12
27729457,22
27595233,162
26911985,40
25225386,73
25186741,1486
24867220,5
25043017,180
24346281,17
23681267,40
22753781,51
31043480,0
30479382,48
30072726,4
29718186,3
29915126,2
29378914,7
29311302,13
29246443,47
29091775,81
28811345,16
28039356,4
28108589,6
28178529,30
27881740,3
26948890,33
26780400,5
25453901,72
25096875,8
24141950,586
24039821,30
23849128,10
21602827,342
20946982,79
30604764,9
30996350,17
30820856,3
30002204,1
29576529,10
29315949,6
29216379,11
29301935,11
29084810,15
28637286,17
28193840,9
28903495,6
28802272,6
27713059,14
27466324,8
27432873,16
26584544,9
27797952,5
26314864,11
26084673,12
25830305,15
24971714,15
23570776,9
23913921,66
30565411,1
29967535,1
30459284,1
30403997,0
29893885,3
29924987,27
29760071,7
29298428,6
28878244,15
29053968,202
28704551,14
28130359,16
27576952,4
27345837,125
27449084,3
27050523,28
27250875,32
26657629,122
26255685,10
26427366,10
25627690,12
25644834,30
23706818,147
21764852,102
31601616,1
30110355,3
29925996,39
29856954,52
29343522,4
29536159,3
29564399,0
29326275,46
29158586,2
29117258,7
28953873,76
28961251,2
27974459,8
27986952,2
27875309,14
27459529,25
27161630,11
27321671,145
27116299,22
26851221,6
27107121,17
26658965,54
24949978,55
25016341,15
21425412,122
30397336,15
30366903,6
30224479,4
30131377,8
30067987,3
29661169,1
29422670,2
30359200,27
28877467,19
28581502,64
28209164,8
28071704,18
27984732,257
27886188,32
26534950,9
26648110,12
26561561,16
26371315,21
26115953,15
25706625,370
25071187,43
23898036,51
23471003,138
22763454,309
31591560,0
30366930,46
30560870,5
30337297,1
30208973,2
30127527,27
29447348,7
29596420,0
28819186,1
29186682,6
29133406,5
28906045,4
28837809,10
28194372,8
28046010,6
27819661,72
27779219,2
26743006,12
27066863,15
26061625,12
24919400,19
22901804,265
22916237,13
22771117,85
20392818,155
30589872,0
30135429,11
29713003,16
30443311,2
30038251,23
29720423,3
29769330,8
29622588,1
29499155,10
29334357,6
29232718,11
28887413,14
28646119,18
28416141,61
28283058,43
28455378,9
27658890,13
27811277,51
27094327,21
26824076,38
26609814,14
25484259,81
19234113,186
30890736,1
30560925,9
29339785,41
30538186,3
29389670,8
29489752,92
29254825,6
29429926,40
29438700,14
28571721,1
28666115,51
28436938,11
27784279,7
27505671,173
26640144,30
26892343,9
26840404,28
26356475,26
26245647,19
26497144,5
26268651,20
25995188,75
25083870,235
24786518,28
30398927,3
30911851,1
30514844,11
30404662,12
30206152,3
29732611,5
29272799,3
30357357,5
29039845,1
28890086,143
28738804,77
28655822,6
28148290,4
26970339,4
26912797,13
27120339,5
26430063,141
26334932,7
26365194,46
25296024,85
24696455,82
24377444,89
23328393,355
23326641,21
23123092,46
30692269,1
30639214,2
30055169,8
29754269,4
30107177,6
29844125,4
30005669,0
29809134,17
29769381,2
29532338,5
29503187,15
29422031,8
29223978,2
29386101,19
30512018,1
28273165,8
27390128,14
27452461,75
26936070,41
26159833,5
26214741,121
26025802,30
26694144,7
26217014,11
25220462,116
30513380,5
29522155,3
29414937,82
29186436,10
29084774,13
29764937,1
29044196,4
28669802,12
28202510,38
27570105,7
27892792,1
28085963,20
27173133,22
26950239,58
26988691,16
26956617,11
26231041,16
26133783,33
25882849,9
25857663,7
25223896,108
25156522,10
25126791,74
24736721,23
31406165,0
30643147,1
30700907,7
29995873,8
29882792,0
29641560,6
30212902,6
29088315,6
28985507,13
28244201,20
28475875,44
28249899,15
27824029,27
28821654,3
27354364,25
27354116,8
27347849,84
27114555,15
27020958,44
26789254,166
25855264,18
24709821,25
24289259,98
22752303,34
30496528,7
29717110,62
30232024,7
29855256,3
29540665,3
29228904,3
29032471,21
28949295,15
28632132,11
28233770,14
28322269,9
27840020,22
27935819,18
27974206,19
27376691,5
26993238,18
26935107,12
26776510,69
25765075,23
26485701,11
24121002,14
23893515,64
21712398,111
20354124,195
29771284,4
30503521,0
30327475,9
30279177,9
29463538,4
29515027,1
30291131,19
29140992,9
27859855,16
27396958,53
27135972,93
27100670,23
27026076,5
26912704,46
26700681,10
26704449,30
26130332,36
26244760,15
24792495,45
24908250,67
24307553,73
23809710,33
23716638,261
21187892,110
30549219,3
31092920,9
30100395,10
29905573,21
29576452,11
29246169,2
29166616,30
29045832,28
28978483,20
27980063,8
27861601,2
27355424,28
27111034,57
26824246,68
26628745,21
25799998,258
26489471,22
25035401,81
24945926,52
23902260,53
23812588,72
23755095,11
23382218,257
30872674,4
29934496,7
30270123,10
29507413,38
29288235,10
29248454,0
29233978,19
28712727,6
28248992,3
27814941,47
27452176,26
27565351,283
27082860,2
25918379,70
26220994,57
25561469,59
24929436,49
24365181,63
23663308,62
22466170,217
22529359,67
23079744,56
20944595,907
30554520,37
30297808,10
29559679,7
30181507,2
29748182,18
30165493,1
29051608,2
27807034,8
27472922,17
27174630,26
26900923,116
26248604,9
26387944,46
25711503,15
25749757,13
25611934,28
25561708,21
25534009,20
25204418,2
24374217,146
23922931,8
22815863,25
21919057,14
31515496,1
30271949,3
29295978,10
30222169,23
30283141,126
29540203,21
29360036,35
29262321,28
29044429,15
28166730,7
27898262,7
27317259,24
26806130,115
26201400,117
26126853,30
25884818,10
25715653,9
25017070,19
24813893,97
25052716,77
25079497,20
24002784,181
22985291,84
21057496,673
31690262,0
30530734,1
30531871,9
30602579,3
30185558,7
30038218,28
29276151,5
28864476,32
28959975,68
27604611,21
28553937,21
28132772,8
28182563,8
27220367,44
26662458,21
27097762,34
25926440,48
25905630,20
25564661,62
26030851,661
25772365,19
25015643,9
24075995,186
23835178,7
24013668,59
29749372,11
29987474,3
29247724,12
28850249,23
29174333,17
28953884,108
29048526,2
28576884,12
28166221,158
27870833,50
27683801,11
28030800,7
27159132,13
27292642,5
26843324,7
26785828,62
26294686,32
26340528,51
25695507,51
24383931,59
25312494,212
23975679,27
22884328,169
30683129,0
30762474,1
30573629,27
30416012,4
30040835,2
29899037,4
29706541,30
29666266,2
29501959,5
29337181,7
29326336,14
29281661,8
28902842,148
28719611,5
28187707,10
28775151,6
27566940,30
27215540,10
26748758,30
25887420,31
24837440,5
24667544,31
21795669,58
31220124,0
30464211,8
30315197,4
30224433,6
29788176,6
29891680,6
29856956,59
29727661,9
29281840,17
28988820,19
28446749,2
27928823,11
27477696,6
27939676,2
27552300,7
27210757,5
27799657,78
26689712,21
26311227,7
25627815,32
24625133,13
23560716,26
23021223,214
20186269,111
30487607,18
30355601,2
30456373,5
29262316,34
29162826,22
28959042,35
28988989,18
28802038,156
28661483,10
28591585,4
28414270,15
28218909,35
27846391,36
27641137,17
27118840,10
26826243,44
26258789,25
26162375,35
25123312,23
25233198,47
24331466,171
23995066,118
23599422,48
21320317,85
30595472,2
30566872,6
30333485,14
30217978,7
29434199,31
28738885,8
28592995,6
28463226,31
28279351,18
27519264,14
26483466,80
26086932,6
25912690,3
26360497,57
26265761,21
23972988,84
23987249,78
23604283,178
23160002,253
23019221,60
22795134,55
22929540,170
30421986,0
29696588,0
30158112,12
30327994,1
30291361,3
30134173,11
30202880,3
28918081,3
29084609,26
28930660,27
28454729,3
28263307,96
27899618,6
28466868,40
27216189,19
27185278,19
27089206,58
26660426,19
26553694,6
26256211,62
25735743,15
24637361,127
23911323,188
18423832,1521
30503262,1
30154439,16
30285236,3
29705743,5
29602810,2
29334734,5
29426290,7
28759043,25
28886380,65
28370258,5
27016259,15
28484004,16
27819263,11
27481317,1
27460988,14
26876175,11
26735014,214
26679841,17
26484871,19
25781565,22
25504365,74
25326100,15
25423963,34
31217473,0
30578870,0
30070637,14
29546464,2
29590629,22
28698620,22
28923944,32
28548091,5
27914629,21
28273451,11
27984743,31
26785495,131
26633374,6
26023099,29
25392245,18
25524431,67
24880487,258
24703850,75
25127548,46
25373493,39
23297234,62
22897889,23
22722195,190
22431625,101
21051541,262
30814500,1
30514401,12
29870118,4
30349531,1
30042384,18
29511081,16
29353739,11
29346762,12
30060229,3
29854728,7
29191977,8
29216888,2
28835646,9
29077773,0
28467912,12
28327289,11
27918591,18
27121842,46
26461850,9
25087874,50
24382353,34
24496776,91
23881275,11
23554914,16
20833728,77
29896789,3
30876848,3
30665420,1
29784847,1
29988122,9
29938647,3
29932900,2
29438698,16
29463573,18
29061866,43
27888558,8
28335732,7
27733359,72
27573094,108
26892004,76
27259276,43
26166704,37
25915473,70
25366541,71
24670723,50
23275557,42
21494327,24
30679434,16
30626665,2
30635417,10
30086262,7
30290179,25
29937225,53
29581585,61
29187506,4
30165530,1
29133960,4
28957681,50
28077779,8
27889317,45
27840106,10
27643989,7
27686098,14
26063739,30
26046443,195
25002228,77
24413322,53
23606419,35
23408857,31
30250136,2
30150773,26
29997117,2
29934353,1
29114019,12
29260710,2
29198524,183
28886276,4
28874170,18
28381502,8
27619233,13
27681430,44
27533040,178
27052315,28
27825143,5
27044867,14
26182353,33
26056000,47
25480952,96
25274297,233
25203323,73
24763052,50
22580345,28
30590048,5
30071116,3
29589839,8
29570818,4
29791850,8
29768177,10
29455450,0
29444818,9
29984361,8
27608421,15
29132502,27
28973446,17
28503769,48
28617821,16
28241067,3
27194708,23
27221711,35
25887406,13
25821913,159
25691468,17
25525873,180
24853205,22
24912682,8
22748077,55
30635563,8
30645593,6
29445097,11
30076202,0
29954393,3
29215165,3
29335529,18
28953874,23
28352652,7
27871485,33
27679845,19
27119355,15
27183917,15
27210293,8
27225121,87
26999798,30
26669262,30
26418581,17
26175201,23
26202631,16
24992200,38
24509725,20
23954160,70
20856902,113
30664665,8
29615614,7
30348672,10
29970473,17
30042132,8
29748257,27
29538394,4
29183737,24
29091029,19
28904073,33
29028833,17
28369468,5
27493198,8
27856494,13
27565348,30
27346354,32
26061776,18
26046440,551
25700174,952
24747814,236
23817352,98
23712428,126
23071452,16
22539650,23
30352813,0
30413788,3
30267595,2
29760161,10
29945864,2
29095815,15
29092903,14
29212850,4
29281816,17
29168507,27
28614298,19
28202597,6
27734577,8
27858497,14
27565349,56
27129154,2
26878174,24
26527618,18
25306899,11
26054770,14
25063675,38
24676093,45
23415229,88
