Accession,suppdata_id,pi0,annot,Type
GSE53789,GSE53789_GFP_LCM_gt_WT_FACS_gene_exp_with_zeros.diff.txt.gz,0.3243956108413268,GPL13112,anti-conservative
GSE53789,GSE53789_GFP_LCM_x_GFP_FACS-not_significant.diff.txt.gz,0.9990709863475519,GPL13112,conservative
GSE53789,GSE53789_GFP_LCM_x_WT_FACS-not_significant.diff.txt.gz,0.9991663595494511,GPL13112,conservative
GSE53789,GSE53789_WT_FACS_x_GFP_FACS-not_significant.diff.txt.gz,1,GPL13112,conservative
GSE53789,GSE53789_WT_FACS_x_GFP_LCM-not_significant.diff.txt.gz,0.9991663595494511,GPL13112,conservative
GSE53976,GSE53976_gene_exp.diff.txt.gz,0.9619114440313081,GPL13797,conservative
GSE54246,GSE54246_Control_vs._4_NQO_Tongue_gene_exp.xlsx.gz,0.9413243840216823,GPL13112,bimodal
GSE54286,GSE54286_Lys_sup_pelle_rs_mvhip_Exp.txt.gz,0.9576358638086948,GPL9250,bimodal
GSE54433,GSE54433_gene_exp.diff.txt.gz,0.9997016985229816,GPL13821,conservative
GSE54440,GSE54440_WT_Z2_RNAseq_rep2.txt.gz,0.5106486346002819,GPL13304,anti-conservative
GSE54473,GSE54473_Suv420_gene_exp.xlsx.gz-sheet-gene_exp,0.9124325127434146,GPL13112,bimodal
GSE54602,GSE54602_D4_D8_D11_D14_isoform_exp.diff.parsed.txt.gz-set-0,0.9306762994780173,GPL10999,bimodal
GSE54602,GSE54602_D4_D8_D11_D14_isoform_exp.diff.parsed.txt.gz-set-1,0.9979688552536294,GPL10999,conservative
GSE54602,GSE54602_D4_D8_D11_D14_isoform_exp.diff.parsed.txt.gz-set-2,0.9998303405737956,GPL10999,conservative
GSE54641,GSE54641_cuffdiff2_gene_exp.diff.txt.gz,0.997697783476463,GPL11154,conservative
GSE54982,GSE54982_Differential_Gene_Expression_Summary.xlsx.gz-sheet-C1_WtE8.0_Vs_Wt10.0,0.9840315146020759,GPL13112,conservative
GSE54982,GSE54982_Differential_Gene_Expression_Summary.xlsx.gz-sheet-C2_Wt_VS_ Tc E8.0,0.993632962191394,GPL13112,conservative
GSE54982,GSE54982_Differential_Gene_Expression_Summary.xlsx.gz-sheet-C3_Wt_VS_Tc_E10.0,0.9884194997843714,GPL13112,conservative
GSE54982,GSE54982_Differential_Gene_Expression_Summary.xlsx.gz-sheet-C4_TcE8.0_VS_TcE10.0,0.985274978198453,GPL13112,conservative
GSE54984,GSE54984_Differential_Gene_Expression_Summary.xlsx.gz-sheet-EBDay4_ControlVSBrachyuryKD,0.9910187578008888,GPL13112,conservative
GSE54984,GSE54984_Differential_Gene_Expression_Summary.xlsx.gz-sheet-ESCs_VS_EBDay4,0.936855019146553,GPL13112,conservative
GSE55090,GSE55090_cds_exp.diff.txt.gz,0.8500396831914491,GPL13112,anti-conservative
GSE55090,GSE55090_gene_exp.diff.txt.gz,0.8389916831698765,GPL13112,anti-conservative
GSE55090,GSE55090_isoform_exp.diff.txt.gz,0.8952833902355356,GPL13112,bimodal
GSE55090,GSE55090_tss_group_exp.diff.txt.gz,0.8645107572849138,GPL13112,bimodal
GSE55394,GSE55394_gene_exp.diff.txt.gz,0.9999423135549926,GPL17021,conservative
GSE55528,GSE55528_gene_exp_PA.diff.gz,0.5637564503742888,"GPL18362,GPL18363",anti-conservative
GSE55528,GSE55528_gene_exp_SA.diff.gz,0.6848465553606512,"GPL18362,GPL18363",anti-conservative
GSE55596,GSE55596_alldiff_nonovel.txt.gz,0.9996053669789626,GPL13112,conservative
GSE55596,GSE55596_LOLOdiff_nonovel.txt.gz,0.9850022633736899,GPL13112,conservative
GSE55682,GSE55682_16h.xls.gz,0.9978900018654402,GPL13112,other
GSE55682,GSE55682_20h.xls.gz,0.9989156403325892,GPL13112,other
GSE55682,GSE55682_24h.xls.gz,0.998263069826298,GPL13112,other
GSE55682,GSE55682_48h.xls.gz,0.9984365764517776,GPL13112,other
GSE55682,GSE55682_Baf250a6days.csv.gz,0.9981959587224176,GPL13112,other
GSE55870,GSE55870_CAF90vsNF1493.xlsx.gz,0.9885291194610418,GPL15907,conservative
GSE56052,GSE56052_gene_exp.diff.gz,0.9999986155265991,GPL16791,conservative
GSE56058,GSE56058_differentialExpressionGenes_RD19.txt.gz,0.9958024843249336,GPL18445,spiky
GSE56073,GSE56073_PARP-1-KD_tss_group_exp.diff.gz,0.9998646897702765,GPL17275,conservative
GSE56073,GSE56073_PARylation_tss_group_exp.diff.gz,0.9979331103116165,GPL17275,conservative
GSE56097,GSE56097_Cufflinks_CuffDiff_gene_exp.txt.gz,0.9999997164003233,GPL17296,conservative
GSE56122,GSE56122_IFN-gene_exp.diff.gz,0.9998542193347814,GPL13112,conservative
GSE56122,GSE56122_LPS-gene_exp.diff.gz,0.9963091663357933,GPL13112,conservative
GSE56132,GSE56132_Pm_Si_expression.txt.gz-set-0,0.6682235740989032,"GPL18457,GPL18458,GPL18459",anti-conservative
GSE56132,GSE56132_Pm_Si_expression.txt.gz-set-1,0.5686897601637565,"GPL18457,GPL18458,GPL18459",anti-conservative
GSE56169,GSE56169_normalized_RNASeq_Ctrl_vs_E2a.txt.gz,0.3722325809385595,GPL15472,anti-conservative
GSE56284,GSE56284_gene_exp.txt.gz,0.8688913362141765,GPL17021,conservative
GSE56575,GSE56575_cds_exp.diff.txt.gz,0.9978347229217266,GPL13112,conservative
GSE56966,GSE56966_IL6Ra_WT.xlsx.gz-sheet-gene_exp,0.9984509855865087,GPL17021,other
GSE56966,GSE56966_IL6Ra_WT.xlsx.gz-sheet-gene_notest,1,GPL17021,conservative
GSE56966,GSE56966_MyD88_WT.xlsx.gz-sheet-gene_exp,0.9994710305566599,GPL17021,other
GSE56966,GSE56966_MyD88_WT.xlsx.gz-sheet-gene_notest,1,GPL17021,conservative
GSE57217,GSE57217_bck1wt_geneexp_diff.txt.gz,0.725781259970872,GPL14571,anti-conservative
GSE57217,GSE57217_mkk2wt_geneexp_diff.txt.gz,0.8016980678691439,GPL14571,anti-conservative
GSE57217,GSE57217_mpk1wt_geneexp_diff.txt.gz,0.7693893146233269,GPL14571,anti-conservative
GSE57227,GSE57227_PHH_GW_vs_DMSO_RNA_seq_gene_exp.diff.gz,0.9999904761135201,GPL11154,conservative
GSE57396,GSE57396_Cuttdiff_cds_exp.diff.txt.gz,0.9997057803274568,GPL13112,conservative
GSE57517,GSE57517_gene_exp.diff.gz,0.9996602098253894,GPL17275,conservative
GSE57680,GSE57680_RPKM_luminal_epithelium.txt.gz,0.9999877880341442,GPL18480,conservative
GSE57680,GSE57680_RPKM_stroma.txt.gz,0.9999999916753693,GPL18480,conservative
GSE57682,GSE57682_Id2_3_Treg_G42_Cuffdiff.txt.gz,0.9999966204693843,GPL17021,conservative
GSE58052,GSE58052_N.europaea_co-culture_over_single-culture.txt.gz,0.6063155166732994,"GPL18736,GPL18737,GPL18738",anti-conservative
GSE58052,GSE58052_N.winogradskyi_co-culture_over_single-culture.txt.gz,0.8558838447066691,"GPL18736,GPL18737,GPL18738",anti-conservative
GSE58053,GSE58053_1mm-over-0mm.txt.gz,0.9952788466097525,GPL18739,other
GSE58053,GSE58053_25mm-over-0mm.txt.gz,0.5585856924503773,GPL18739,anti-conservative
GSE58053,GSE58053_25mm-over-1mm.txt.gz,0.6776416622124118,GPL18739,anti-conservative
GSE58082,GSE58082_gene_exp.diff.txt.gz,0.8981069996118568,GPL13222,bimodal
GSE58326,GSE58326_gene_exp.txt.gz,0.8965177404132303,GPL11154,bimodal
GSE58359,GSE58359_HOXA9.txt.gz,0.9316502082859025,GPL13112,conservative
GSE58360,GSE58360_Cebpa.txt.gz,0.997324505728248,GPL13112,conservative
GSE58379,GSE58379_RBM47_alternative_splicing.txt.gz,0.9385847816470244,GPL11154,bimodal
GSE58405,GSE58405_gene_exp.diff.gz,0.7395333257192218,GPL18635,anti-conservative
GSE58405,GSE58405_isoform_exp.diff.gz,0.8889031840631328,GPL18635,anti-conservative
GSE58464,GSE58464_RNA-seq_tophat_microrazers_results.txt.gz-set-0,0.9989631232826999,GPL17303,conservative
GSE58464,GSE58464_RNA-seq_tophat_microrazers_results.txt.gz-set-1,0.9492502646700551,GPL17303,conservative
GSE58467,GSE58467_FPKM.txt.gz,0.8009062870606406,GPL18799,bimodal
GSE58495,GSE58495_diffexp_LSK.txt.gz-set-0,0.6621314569082277,GPL13112,anti-conservative
GSE58495,GSE58495_diffexp_LSK.txt.gz-set-1,0.5796627711210457,GPL13112,anti-conservative
GSE59017,GSE59017_gene_exp.diff.gz,0.9950854470985055,GPL11002,bimodal
GSE59017,GSE59017_isoform_exp.diff.gz,0.9999115975407908,GPL11002,conservative
GSE59020,GSE59020_ETS1_gene_exp_all.diff.gz,0.9996240216206584,GPL11154,conservative
GSE59020,GSE59020_U0126_gene_exp_all.diff.gz,0.9787654486007886,GPL11154,bimodal
GSE59290,GSE59290_ANTI_isoform_exp.diff.txt.gz,0.9999937500415644,GPL16791,conservative
GSE59290,GSE59290_MIR_isoform_exp.diff.txt.gz,0.957178965821881,GPL16791,bimodal
GSE59481,GSE59481_PIG_vs_GFP_DE_genes.txt.gz,0.9134128573955501,GPL17021,conservative
GSE59571,GSE59571_S13113_genesdiff.xlsx,0.6950805445253958,GPL13112,anti-conservative
GSE59621,GSE59621_gene_exp.diff.txt.gz,0.9770806671280271,GPL11154,bimodal
GSE59781,GSE59781_gene_exp.diff.gz,0.8176839422650264,GPL11154,conservative
GSE59814,GSE59814_processed_data.txt.gz,0.5262446205201741,GPL17342,anti-conservative
GSE59850,GSE59850_redgrn_early_cuffdiff_out.diff.txt.gz,0.9979258233912117,GPL19005,conservative
GSE59850,GSE59850_redgrn_late_cuffdiff_out.diff.txt.gz,0.9989015596294077,GPL19005,conservative
GSE59850,GSE59850_redrho_late_cuffdiff_out.diff.txt.gz,0.9763841705318919,GPL19005,bimodal
GSE59850,GSE59850_redvio_late_cuffdiff_out.diff.txt.gz,0.9952838817965569,GPL19005,conservative
GSE59850,GSE59850_rhogrn_early_cuffdiff_out.diff.txt.gz,0.9997255585127772,GPL19005,conservative
GSE59980,GSE59980_RNA-seq_598-SKD.txt.gz-set-0,0.674648752152919,GPL11154,bimodal
GSE59980,GSE59980_RNA-seq_598-SKD.txt.gz-set-1,0.3916228091706874,GPL11154,anti-conservative
GSE60171,GSE60171_cuffdiff.FGF-1day.vs.iBET-1day.txt.gz,0.9673102803259168,GPL11154,bimodal
GSE60171,GSE60171_cuffdiff.FGF-5days.vs.iBET-5days.txt.gz,0.9390039802548538,GPL11154,bimodal
GSE60191,GSE60191_RNA_halflives.xlsx.gz-sheet-Tabelle1,0.32317355026331757,GPL11154,anti-conservative
GSE60441,GSE60441_gene_exp.diff.gz,0.7852005351216436,GPL13112,conservative
GSE60630,GSE60630_PDC3_vs_DMSO_gene_exp.diff.gz,0.8637208874422646,GPL11154,conservative
GSE60630,GSE60630_PDC3_vs_DMSO_isoform_exp.diff.gz,0.9558076500048779,GPL11154,conservative
GSE60630,GSE60630_PDC3_vs_DMSO_splicing.diff.gz,0.9998262625740492,GPL11154,conservative
GSE60641,GSE60641_AB03_2.xlsx.gz,0.7883041963831062,GPL13112,bimodal
GSE60642,GSE60642_AB056_2.xlsx.gz-set-0,0.7770846877051774,GPL13112,bimodal
GSE60642,GSE60642_AB056_2.xlsx.gz-set-1,0.7832797136359358,GPL13112,bimodal
GSE60642,GSE60642_AB056_2.xlsx.gz-set-2,0.8495211791045133,GPL13112,bimodal
GSE60691,GSE60691_processed_data_aso_wild_type.txt.gz,0.9448187724062032,GPL13112,conservative
GSE60691,GSE60691_processed_data_krkr_sumo_mut.txt.gz,0.93517549527034,GPL13112,conservative
GSE60822,GSE60822_cuffdiff.control.ablation.tab.gz,0.999998291034557,GPL13304,conservative
GSE60822,GSE60822_cuffdiff.control.induction.tab.gz,0.999999614445159,GPL13304,conservative
GSE60822,GSE60822_cuffdiff.induction.ablation.tab.gz,0.9999818102040546,GPL13304,conservative
GSE61202,GSE61202_NICvsMOdifferential_expression.txt.gz,0.9999223238191643,GPL14875,conservative
GSE61238,GSE61238_gene_exp.diff.gz,0.9643667552747547,GPL16791,conservative
GSE61336,GSE61336_results_167_vs_WTL.txt.gz,0.8967228872634835,GPL19185,bimodal
GSE61336,GSE61336_results_167_vs_WTZ.txt.gz,0.8803005324325006,GPL19185,bimodal
GSE61336,GSE61336_results_WTL_vs_WTZ.txt.gz,0.9979878627272781,GPL19185,conservative
GSE61351,GSE61351_Cont_ComparedTo_PTH_D28_CuffDiffAnalysis1.xls.gz,0.7788200966772955,GPL13112,anti-conservative
GSE61566,GSE61566_cds_exp.diff.gz,0.8019856236858336,GPL11154,conservative
GSE61566,GSE61566_cds.diff.gz,0.9843096413783059,GPL11154,conservative
GSE61566,GSE61566_gene_exp.diff.gz,0.7359256820501827,GPL11154,conservative
GSE61566,GSE61566_isoform_exp.diff.gz,0.8573635562670608,GPL11154,conservative
GSE61566,GSE61566_promoters.diff.gz,0.9980185617375894,GPL11154,conservative
GSE61566,GSE61566_splicing.diff.gz,0.9937303566046264,GPL11154,conservative
GSE61566,GSE61566_tss_group_exp.diff.gz,0.8023544270123589,GPL11154,conservative
GSE61690,GSE61690_DormantvsNondormant_meristems.txt.gz,0.9695260438843927,GPL13899,conservative
GSE61733,GSE61733_gene_exp.diff.gz,0.9998689590798807,GPL13657,conservative
GSE61796,GSE61796_NG_Induced_transcript_changes.txt.gz,0.9927496059773016,GPL13899,conservative
GSE61845,GSE61845_gene_exp.diff.txt.gz,1,GPL13112,conservative
GSE61969,GSE61969_gene_exp.diff.gz,0.9584163363995696,GPL13112,conservative
GSE62040,GSE62040_gene_exp.diff.gz,0.9669412358145028,GPL17021,conservative
GSE62200,GSE62200_Table_S4.xls.gz-sheet-Table S4,0.7801095826667528,GPL15432,spiky
GSE62200,GSE62200_Table_S4.xls.gz-sheet-Table S5 N2Y6-E VS LYP9-E,0.999066282183369,GPL15432,conservative
GSE62200,GSE62200_Table_S4.xls.gz-sheet-Table S5 N2Y6-M VS LYP9-M,0.8057452957288106,GPL15432,anti-conservative
GSE62633,GSE62633_Differential_expression_table.txt.gz,0.9842415004538015,GPL19057,conservative
GSE62647,GSE62647_Setd8_differential_expression_analyses.txt.gz,0.9888006323094485,GPL17021,conservative
GSE62668,GSE62668_Embryo.txt.gz,0.999918139506484,GPL16479,conservative
GSE62668,GSE62668_Sperm.txt.gz,0.999994271985591,GPL16479,conservative
GSE62760,GSE62760_Acute_Cuffdiff_DGE.txt.gz,0.9373231555934529,GPL14844,conservative
GSE62760,GSE62760_Chronic_Cuffdiff_DGE.txt.gz,0.9459602031372778,GPL14844,conservative
GSE62785,GSE62785_Table_S1_Genes_differentially_expressed_in_hns_mutant_in_mid-exponential_phase.xls.gz-sheet-status = OK,0.8571213082081043,GPL19265,anti-conservative
GSE62785,GSE62785_Table_S2_Genes_differentially_expressed_in_hns_mutant_in_early_stationary_phase.xls.gz-sheet-status = ok,0.7810623224212476,GPL19265,anti-conservative
GSE62909,GSE62909_Differential_gene_exp.diff.gz,0.8734095667271061,GPL18573,bimodal
GSE63091,GSE63091_diffana_DESeq_GFP-4A3-Y14_MLN51-UPF1.Ensembl65.tsv.gz-set-0,0.9710844323956844,GPL11154,bimodal
GSE63091,GSE63091_diffana_DESeq_GFP-4A3-Y14_MLN51-UPF1.Ensembl65.tsv.gz-set-1,0.9900630669500445,GPL11154,conservative
GSE63091,GSE63091_diffana_DESeq_GFP-4A3-Y14_MLN51-UPF1.Ensembl65.tsv.gz-set-2,0.9957846855349253,GPL11154,conservative
GSE63091,GSE63091_diffana_DESeq_GFP-4A3-Y14_MLN51-UPF1.Ensembl65.tsv.gz-set-3,0.9899623132266256,GPL11154,conservative
GSE63133,GSE63133_D.rerio_SVCV_infected__24K__vs_control__0K_.txt.gz,0.9999798746862574,GPL14875,conservative
GSE63133,GSE63133_D.rerio_SVCV_infected__24S__vs_control__0S_.txt.gz,0.9999871217560903,GPL14875,conservative
GSE63133,GSE63133_D.rerio_SVCV_infected__6K__vs_control__0K_.txt.gz,0.9999191928992929,GPL14875,conservative
GSE63133,GSE63133_D.rerio_SVCV_infected__6S__vs_control__0S_.txt.gz,0.9999988859734577,GPL14875,conservative
GSE63141,GSE63141_eTMglc_gene_exp.diff.gz,0.9520512581221658,GPL19399,anti-conservative
GSE63141,GSE63141_eTMgly_gene_exp.diff.gz,0.778206125745246,GPL19399,anti-conservative
GSE63161,GSE63161_diff-Gene-list.txt.gz,0.9875025012752431,"GPL11154,GPL16791",conservative
GSE63224,GSE63224_All_unigene_expression.txt.gz-set-0,0.9972084518759996,GPL15080,conservative
GSE63224,GSE63224_All_unigene_expression.txt.gz-set-1,0.9820577982583193,GPL15080,other
GSE63224,GSE63224_All_unigene_expression.txt.gz-set-2,0.9956209432875064,GPL15080,spiky
GSE63224,GSE63224_All_unigene_expression.txt.gz-set-3,0.9951192389318559,GPL15080,other
GSE63224,GSE63224_All_unigene_expression.txt.gz-set-4,0.9909878285406734,GPL15080,other
GSE63224,GSE63224_All_unigene_expression.txt.gz-set-5,0.9367616822032444,GPL15080,spiky
GSE63226,GSE63226_WRR+vsWRR-.xls.gz,0.9872937889872737,GPL13797,conservative
GSE63300,GSE63300_gene_exp.diff.txt.gz,0.9985487460753121,GPL13112,conservative
GSE63485,GSE63485_KS_J1Csh63_vs_KS_CTRL.two_replicates.all_gene_exp.tbl.txt.gz,0.9994392184702243,GPL11154,conservative
GSE63485,GSE63485_KS_J1Csh95_vs_KS_CTRL.two_replicates.all_gene_exp.tbl.txt.gz,0.9995924565650155,GPL11154,conservative
GSE63485,GSE63485_shAML1_ETO_vs_shControl.all_gene_exp.tbl.txt.gz,0.9999879041838008,GPL11154,conservative
GSE63555,GSE63555_Ago2_immunoprecipitation_cuffdiff_fpkm.txt.gz,0.9999950772901878,GPL16791,conservative
GSE63555,GSE63555_Gene_expression_cuffdiff_fpkm.txt.gz,0.9999999713662352,GPL16791,conservative
GSE63707,GSE63707_DEXSeqResults_AretIR_03d_vs_IFMWT_03d.txt.gz,0.6662895712151562,GPL13304,anti-conservative
GSE63707,GSE63707_DEXSeqResults_AretIR_03d_vs_salm_ko.txt.gz,0.5921388060492212,GPL13304,anti-conservative
GSE63707,GSE63707_DEXSeqResults_AretIR_30h_vs_IFMWT_30h.txt.gz,0.693063647600738,GPL13304,anti-conservative
GSE63707,GSE63707_DEXSeqResults_AretIR_72h_vs_IFMWT_72h.txt.gz,0.6660461247552348,GPL13304,anti-conservative
GSE63707,GSE63707_DEXSeqResults_IFMWT_03d_vs_jump_0d.txt.gz,0.7023141213423248,GPL13304,anti-conservative
GSE63707,GSE63707_DEXSeqResults_IFMWT_03d_vs_leg_0d.txt.gz,0.7192613749646137,GPL13304,anti-conservative
GSE63707,GSE63707_DEXSeqResults_salm_ko_vs_IFMWT_03d.txt.gz,0.648093066566346,GPL13304,anti-conservative
GSE63748,GSE63748_exp_7d4h_diff.txt.gz,0.9995863257847103,GPL9250,conservative
GSE63750,GSE63750_chemhigh-batch-result-using-R-DeSeq.csv.gz,0.9900728271936317,GPL19476,other
GSE63750,GSE63750_chemlow-batch-result-using-R-DeSeq.csv.gz,0.9963559753604815,GPL19476,other
GSE63758,GSE63758_gene_exp.diff.gz,0.8642778135582424,GPL15907,anti-conservative
GSE63794,GSE63794_gene_exp.diff.gz,0.9998144641063043,GPL17021,conservative
GSE63810,GSE63810_BCKO_RNASeq_Data.xlsx-sheet-GenesDiffExp,0.9810820544369471,GPL17021,bimodal
GSE63838,GSE63838_cds_exp_diff_2D.txt.gz,0.9884699739152243,GPL19491,conservative
GSE63884,GSE63884_gene_exp.diff_cenpk_imx372_aerobic.txt.gz,0.9998720400947555,GPL17342,other
GSE63889,GSE63889_Diff_0U_120U_gene_exp.diff.gz,0.9996225939107812,GPL13112,conservative
GSE63889,GSE63889_Diff_120U_120C_gene_exp.diff.gz,0.9999921338552342,GPL13112,conservative
GSE63948,GSE63948_Supplemental_Table2_DeepSeq_Fanourgakis_etAl.xls.gz-sheet-long 3'UTR transcripts(>1500nt),0.8681004334471105,GPL17021,anti-conservative
GSE63948,GSE63948_Supplemental_Table2_DeepSeq_Fanourgakis_etAl.xls.gz-sheet-medium 3'UTR transcripts,0.9540504704809034,GPL17021,anti-conservative
GSE63948,GSE63948_Supplemental_Table2_DeepSeq_Fanourgakis_etAl.xls.gz-sheet-short 3'UTR transcripts(<350nt),0.9040351264756106,GPL17021,anti-conservative
GSE64025,GSE64025_gene_exp.diff.gz,0.9999758836899449,GPL10999,conservative
GSE64185,GSE64185_gene_exp.diff.gz,0.9998412032085358,GPL16791,conservative
GSE64242,GSE64242_cufdiff_isoform_exp.diff.gz,0.9291008143939333,GPL16439,anti-conservative
GSE64455,GSE64455_cuffdiff_out.txt.gz,0.9993346961634167,GPL18480,conservative
GSE64513,GSE64513_FOXD3_vs_Control_gene_exp_diff_anno.txt.gz,0.6066927256435322,GPL16791,anti-conservative
GSE64544,GSE64544_LV_processed.txt.gz,0.9963598716953902,GPL16540,conservative
GSE64544,GSE64544_MV_processed.txt.gz,0.9999440554613249,GPL16540,conservative
GSE64641,GSE64641_leaf_gene_exp.diff.txt.gz,0.9999999948799161,GPL15463,conservative
GSE64641,GSE64641_seedling_gene_exp.diff.txt.gz,0.9999998690656803,GPL15463,conservative
GSE64687,GSE64687_FPKM_and_differential_expression_for_mRNA.txt.gz,0.9986163304044662,GPL13112,conservative
GSE64757,GSE64757_All_FPKMs_GEO.csv.gz,0.9997657098782557,GPL13112,conservative
GSE64840,GSE64840_2N_Ts65Dn_MEFs.gene_exp.diff.gz,0.9736747142281649,GPL17021,conservative
GSE64854,GSE64854_cds_exp.diff.gz,0.9954742120433782,GPL11154,conservative
GSE64854,GSE64854_cds.diff.gz,0.9999992703652203,GPL11154,conservative
GSE64854,GSE64854_gene_exp.diff.gz,0.9849113770714086,GPL11154,conservative
GSE64854,GSE64854_isoform_exp.diff.gz,0.998382748377729,GPL11154,conservative
GSE64854,GSE64854_promoters.diff.gz,0.9999998691354799,GPL11154,conservative
GSE64854,GSE64854_splicing.diff.gz,0.9999994727008866,GPL11154,conservative
GSE64854,GSE64854_tss_group_exp.diff.gz,0.992042257851006,GPL11154,conservative
GSE65022,GSE65022_cuffdiff-WT_CD_gene_exp.diff.gz,0.9392781056376691,GPL19657,conservative
GSE65024,GSE65024_WT-bhlh_gene_exp.diff.gz,0.9435304375219407,GPL19657,conservative
GSE65025,GSE65025_WT-HSF_gene_exp.diff.gz,0.9872897474172987,GPL19657,conservative
GSE65039,GSE65039_gene_exp1.txt.gz,0.9999698887719134,GPL11154,conservative
GSE65072,GSE65072_DESeq_plusDOX_minusDOX.xlsx,0.5478332969460018,GPL17021,anti-conservative
GSE65328,GSE65328_A17_6V.tab.gz,0.9367921951476252,GPL19708,conservative
GSE65337,GSE65337_Nfix_KO_vs_WT_gene_exp.diff.gz,0.9992289928256683,GPL13112,conservative
GSE65406,GSE65406_control_vs_gld1_DESeq.csv.gz,0.8492099909290974,GPL13657,spiky
GSE65408,GSE65408_processed_data_file.csv.gz,0.9995488939862055,GPL13112,conservative
GSE65542,GSE65542_pnky_kd.diff.gz,0.9766347642068611,GPL17021,conservative
GSE65542,GSE65542_ptbp1_kd.diff.gz,0.9325772812366778,GPL17021,anti-conservative
GSE65697,GSE65697_RNA-seq.csv.gz,0.776596086292528,GPL13112,conservative
GSE65987,GSE65987_FPKM_for_MEFs.txt.gz,0.9999791006171032,GPL13112,conservative
GSE66148,GSE66148_NC_v_CNS.txt.gz-set-0,0.5456236073367345,GPL11154,anti-conservative
GSE66148,GSE66148_NC_v_CNS.txt.gz-set-1,0.5233254071794053,GPL11154,anti-conservative
GSE66148,GSE66148_NC_v_CNS.txt.gz-set-2,0.5357488388675025,GPL11154,anti-conservative
GSE66155,GSE66155_regulation.txt.gz,0.9999473274677225,GPL10999,conservative
GSE66158,GSE66158_all_genes_FPKM.txt.gz,0.9748713572020432,GPL11154,bimodal
GSE66232,GSE66232_B-ALL_Cuffdiff_Trim33.1271_rep1.txt.gz,0.9951662660619981,GPL13112,conservative
GSE66232,GSE66232_B-ALL_Cuffdiff_Trim33.1271_rep2.txt.gz,0.9972133360984456,GPL13112,conservative
GSE66445,GSE66445_M._a.-pES1-MATmcr3_methane_vs._M.a.-pES1-MATmcr3_methanol_GEO_Processed_data.xlsx-sheet-Sheet1,0.9999788596746623,GPL19842,conservative
GSE66478,GSE66478_gene_exp.txt.gz,0.7805954673529828,GPL11154,spiky
GSE66478,GSE66478_isoform_exp.txt.gz,0.9987627694905528,GPL11154,conservative
GSE66506,GSE66506_DE_analysis_010714.xlsx-sheet-All_Genes,0.9274774773926842,GPL11154,bimodal
GSE66575,GSE66575_RNAseq_genes_expression.xlsx-sheet-control_vs_comparison.gene_exp,0.9982886486924756,GPL9185,conservative
GSE66575,GSE66575_RNAseq_genes_expression.xlsx-sheet-control_vs_comparison.isoform_e,0.9994923914376117,GPL9185,conservative
GSE66619,GSE66619_Dorsal_Cord_Ipsi_vs_Con_mrna_gene_exp.diff.txt.gz,0.9100995197203081,GPL13112,bimodal
GSE66619,GSE66619_DRG_Con_vs_Ips_mrna_gene_exp.diff.txt.gz,0.950586937704172,GPL13112,bimodal
GSE66652,GSE66652_AS13-C_differential_expression.txt.gz,0.9236285831032639,GPL19862,bimodal
GSE66652,GSE66652_S4-C_differential_expression.txt.gz,0.905166095784274,GPL19862,bimodal
GSE66716,GSE66716_Lim_et_al_14-3-3zKOWAT_Processed_data_Cuffdiff.xlsx,0.9999474571970812,GPL17021,conservative
GSE66767,GSE66767_CD34_cord_blood.EET.txt.gz,0.9999779414211712,"GPL11154,GPL9052",conservative
GSE66767,GSE66767_U937.EET.txt.gz,0.9999996044132545,"GPL11154,GPL9052",conservative
GSE67001,GSE67001_gene_exp.diff.gz,0.9996440802306952,GPL17275,conservative
GSE67029,GSE67029_cuffdiff_mh_h8.txt.gz,0.9329774281932933,GPL13657,bimodal
GSE67063,GSE67063_gene_exp.diff.gz,0.8887638358291601,GPL18769,bimodal
GSE67437,GSE67437_KO-ILC2-mLN_021815_vs_WT-ILC2-mLN_021815.txt.gz,0.9999446475869354,GPL17021,conservative
GSE67554,GSE67554_TAG5_Cuffdiff_gene_differential_expression_testing.txt.gz,0.8712684435104541,GPL19989,bimodal
GSE67554,GSE67554_ZG14_Cuffdiff_gene_differential_expression_testing.txt.gz,0.8805847462042681,GPL19989,bimodal
GSE67654,GSE67654_RNA-seq.xlsx.gz-sheet-Sheet1-set-0,0.6171598057543994,"GPL20002,GPL20003",anti-conservative
GSE67654,GSE67654_RNA-seq.xlsx.gz-sheet-Sheet1-set-1,0.607072084423285,"GPL20002,GPL20003",anti-conservative
GSE67674,GSE67674_RNA-seq_analysis_AADMSOvsAAGSK-J4.txt.gz,0.9706053405315739,GPL17021,anti-conservative
GSE67674,GSE67674_RNA-seq_analysis_PBSDMSOvsPBSGSK-J4.txt.gz,0.9472839981069497,GPL17021,anti-conservative
GSE67756,GSE67756_LA2A-vs-LC2A.compare.txt.gz,0.4205439827753478,GPL18685,anti-conservative
GSE67756,GSE67756_LB2A-vs-LF1A.compare.txt.gz,0.4912262658358543,GPL18685,anti-conservative
GSE67787,GSE67787_con_bps_wex_RNAseq_gene_exp.diff.gz,0.9984825753916656,GPL14844,conservative
GSE68102,GSE68102_gene_exp.diff.gz,0.9632582192446167,GPL18573,conservative
GSE68160,GSE68160_GRdim-RNASeq.xlsx,0.8866026105920184,GPL13112,conservative
GSE68176,GSE68176_Camfl1.gene_exp.diff.gz,0.9662875274472147,"GPL20096,GPL20097",conservative
